ERROR: Unable to locate a modulefile for 'torque/default'
ERROR: Unable to locate a modulefile for 'oldwheezy/1.0'
ERROR: Unable to locate a modulefile for 'licenses/1.0'
ERROR: Unable to locate a modulefile for 'stdenv/1.3'
ERROR: Unable to locate a modulefile for 'libgfortran/32/1'
----------------------------------------------INPUT LENGTH  5  iteration  0  ------------------------

/home/lgpu0119/DL_assignments_2019/assignment_2/part1/train.py:104: UserWarning: torch.nn.utils.clip_grad_norm is now deprecated in favor of torch.nn.utils.clip_grad_norm_.
  torch.nn.utils.clip_grad_norm(model.parameters(), max_norm=config.max_norm)
[2019-11-28 16:06] Train Step 0000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4680.45, Accuracy = 0.15, Loss = 2.301
[2019-11-28 16:14] Train Step 0580/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3352.47, Accuracy = 0.46, Loss = 0.952
[2019-11-28 16:14] Train Step 0590/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3359.03, Accuracy = 0.35, Loss = 0.988
[2019-11-28 16:14] Train Step 0600/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3683.43, Accuracy = 0.52, Loss = 0.956
[2019-11-28 16:15] Train Step 0610/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3358.51, Accuracy = 0.47, Loss = 0.830
[2019-11-28 16:15] Train Step 0620/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3693.74, Accuracy = 0.38, Loss = 1.081
[2019-11-28 16:15] Train Step 0630/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3361.91, Accuracy = 0.45, Loss = 0.967
[2019-11-28 16:15] Train Step 0640/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3385.96, Accuracy = 0.48, Loss = 0.907
[2019-11-28 16:15] Train Step 0650/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3311.34, Accuracy = 0.61, Loss = 0.696
[2019-11-28 16:15] Train Step 0660/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3469.32, Accuracy = 0.60, Loss = 0.717
[2019-11-28 16:15] Train Step 0670/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3361.16, Accuracy = 0.41, Loss = 0.872
[2019-11-28 16:15] Train Step 0680/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3588.93, Accuracy = 0.38, Loss = 0.942
[2019-11-28 16:15] Train Step 0690/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3360.38, Accuracy = 0.52, Loss = 0.796
[2019-11-28 16:15] Train Step 0700/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3290.82, Accuracy = 0.50, Loss = 0.999
[2019-11-28 16:15] Train Step 0710/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3557.34, Accuracy = 0.58, Loss = 0.640
[2019-11-28 16:15] Train Step 0720/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3365.35, Accuracy = 0.55, Loss = 0.865
[2019-11-28 16:15] Train Step 0730/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3390.04, Accuracy = 0.59, Loss = 0.748
[2019-11-28 16:15] Train Step 0740/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3342.95, Accuracy = 0.48, Loss = 0.789
[2019-11-28 16:15] Train Step 0750/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3340.99, Accuracy = 0.52, Loss = 0.844
[2019-11-28 16:15] Train Step 0760/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3431.84, Accuracy = 0.55, Loss = 0.695
[2019-11-28 16:15] Train Step 0770/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3568.27, Accuracy = 0.63, Loss = 0.619
[2019-11-28 16:15] Train Step 0780/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3662.55, Accuracy = 0.57, Loss = 0.819
[2019-11-28 16:15] Train Step 0790/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3515.44, Accuracy = 0.60, Loss = 0.651
[2019-11-28 16:15] Train Step 0800/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3506.26, Accuracy = 0.83, Loss = 0.354
[2019-11-28 16:15] Train Step 0810/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3594.11, Accuracy = 0.94, Loss = 0.240
[2019-11-28 16:15] Train Step 0820/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3365.62, Accuracy = 0.92, Loss = 0.212
[2019-11-28 16:15] Train Step 0830/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3353.24, Accuracy = 0.92, Loss = 0.269
[2019-11-28 16:15] Train Step 0840/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3376.72, Accuracy = 0.74, Loss = 0.438
[2019-11-28 16:15] Train Step 0850/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3377.31, Accuracy = 0.69, Loss = 0.554
[2019-11-28 16:15] Train Step 0860/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3664.50, Accuracy = 0.78, Loss = 0.432
[2019-11-28 16:15] Train Step 0870/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3531.60, Accuracy = 0.66, Loss = 0.517
[2019-11-28 16:15] Train Step 0880/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3390.02, Accuracy = 0.76, Loss = 0.466
[2019-11-28 16:15] Train Step 0890/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3554.68, Accuracy = 0.75, Loss = 0.507
[2019-11-28 16:15] Train Step 0900/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3547.75, Accuracy = 0.77, Loss = 0.347
[2019-11-28 16:15] Train Step 0910/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3351.92, Accuracy = 0.68, Loss = 0.639
[2019-11-28 16:15] Train Step 0920/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3319.88, Accuracy = 0.74, Loss = 0.450
[2019-11-28 16:15] Train Step 0930/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3316.45, Accuracy = 0.52, Loss = 1.262
[2019-11-28 16:15] Train Step 0940/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3348.33, Accuracy = 0.65, Loss = 0.683
[2019-11-28 16:15] Train Step 0950/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3419.54, Accuracy = 0.66, Loss = 0.607
[2019-11-28 16:15] Train Step 0960/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3402.37, Accuracy = 0.58, Loss = 0.994
[2019-11-28 16:15] Train Step 0970/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3463.04, Accuracy = 0.99, Loss = 0.137
[2019-11-28 16:15] Train Step 0980/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3371.97, Accuracy = 0.99, Loss = 0.113
[2019-11-28 16:15] Train Step 0990/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3364.46, Accuracy = 0.88, Loss = 0.198
[2019-11-28 16:15] Train Step 1000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3336.20, Accuracy = 0.98, Loss = 0.149
[2019-11-28 16:15] Train Step 1010/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3440.22, Accuracy = 0.96, Loss = 0.148
[2019-11-28 16:15] Train Step 1020/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3351.09, Accuracy = 0.75, Loss = 0.679
[2019-11-28 16:15] Train Step 1030/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3569.62, Accuracy = 1.00, Loss = 0.078
[2019-11-28 16:15] Train Step 1040/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3310.14, Accuracy = 1.00, Loss = 0.045
[2019-11-28 16:15] Train Step 1050/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3353.72, Accuracy = 0.50, Loss = 1.512
[2019-11-28 16:15] Train Step 1060/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3358.63, Accuracy = 1.00, Loss = 0.075
[2019-11-28 16:15] Train Step 1070/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3338.17, Accuracy = 1.00, Loss = 0.066
[2019-11-28 16:15] Train Step 1080/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3333.13, Accuracy = 0.95, Loss = 0.107
[2019-11-28 16:15] Train Step 1090/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3350.19, Accuracy = 0.99, Loss = 0.075
[2019-11-28 16:15] Train Step 1100/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3347.72, Accuracy = 0.81, Loss = 0.517
[2019-11-28 16:15] Train Step 1110/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3342.76, Accuracy = 1.00, Loss = 0.055
[2019-11-28 16:15] Train Step 1120/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3580.67, Accuracy = 0.96, Loss = 0.080
[2019-11-28 16:15] Train Step 1130/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3378.84, Accuracy = 0.95, Loss = 0.089
[2019-11-28 16:15] Train Step 1140/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3584.71, Accuracy = 0.93, Loss = 0.170
[2019-11-28 16:15] Train Step 1150/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3310.40, Accuracy = 0.82, Loss = 0.483
[2019-11-28 16:15] Train Step 1160/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3408.14, Accuracy = 0.88, Loss = 0.201
[2019-11-28 16:15] Train Step 1170/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3500.54, Accuracy = 0.94, Loss = 0.113
[2019-11-28 16:15] Train Step 1180/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3384.23, Accuracy = 0.92, Loss = 0.152
[2019-11-28 16:15] Train Step 1190/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3430.42, Accuracy = 0.63, Loss = 1.092
[2019-11-28 16:15] Train Step 1200/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3355.11, Accuracy = 1.00, Loss = 0.042
[2019-11-28 16:15] Train Step 1210/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3347.14, Accuracy = 0.97, Loss = 0.071
[2019-11-28 16:15] Train Step 1220/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3379.50, Accuracy = 1.00, Loss = 0.063
[2019-11-28 16:15] Train Step 1230/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3325.55, Accuracy = 0.98, Loss = 0.067
[2019-11-28 16:15] Train Step 1240/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3365.62, Accuracy = 0.98, Loss = 0.074
[2019-11-28 16:15] Train Step 1250/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3317.50, Accuracy = 0.96, Loss = 0.096
[2019-11-28 16:15] Train Step 1260/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3404.10, Accuracy = 1.00, Loss = 0.064
[2019-11-28 16:15] Train Step 1270/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3346.35, Accuracy = 1.00, Loss = 0.042
[2019-11-28 16:15] Train Step 1280/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3329.89, Accuracy = 0.82, Loss = 0.415
[2019-11-28 16:15] Train Step 1290/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3353.51, Accuracy = 1.00, Loss = 0.008
[2019-11-28 16:15] Train Step 1300/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3352.74, Accuracy = 1.00, Loss = 0.006
[2019-11-28 16:15] Train Step 1310/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3611.40, Accuracy = 1.00, Loss = 0.006
[2019-11-28 16:15] Train Step 1320/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3358.28, Accuracy = 1.00, Loss = 0.005
[2019-11-28 16:15] Train Step 1330/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3729.49, Accuracy = 1.00, Loss = 0.005
[2019-11-28 16:15] Train Step 1340/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3371.08, Accuracy = 1.00, Loss = 0.004
[2019-11-28 16:15] Train Step 1350/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3336.24, Accuracy = 1.00, Loss = 0.004
[2019-11-28 16:15] Train Step 1360/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3342.64, Accuracy = 1.00, Loss = 0.003
[2019-11-28 16:15] Train Step 1370/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3338.44, Accuracy = 1.00, Loss = 0.003
[2019-11-28 16:15] Train Step 1380/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3348.10, Accuracy = 1.00, Loss = 0.003
[2019-11-28 16:15] Train Step 1390/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3290.13, Accuracy = 1.00, Loss = 0.003
[2019-11-28 16:15] Train Step 1400/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3379.20, Accuracy = 1.00, Loss = 0.003
[2019-11-28 16:15] Train Step 1410/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3433.12, Accuracy = 1.00, Loss = 0.002
[2019-11-28 16:15] Train Step 1420/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3348.66, Accuracy = 1.00, Loss = 0.002
[2019-11-28 16:15] Train Step 1430/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3329.16, Accuracy = 1.00, Loss = 0.002
[2019-11-28 16:15] Train Step 1440/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3579.31, Accuracy = 1.00, Loss = 0.002
[2019-11-28 16:15] Train Step 1450/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3333.11, Accuracy = 1.00, Loss = 0.002
[2019-11-28 16:15] Train Step 1460/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3582.91, Accuracy = 1.00, Loss = 0.002
[2019-11-28 16:15] Train Step 1470/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3667.45, Accuracy = 1.00, Loss = 0.002
[2019-11-28 16:15] Train Step 1480/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3404.12, Accuracy = 1.00, Loss = 0.001
[2019-11-28 16:15] Train Step 1490/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3339.64, Accuracy = 1.00, Loss = 0.001
[2019-11-28 16:15] Train Step 1500/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3386.98, Accuracy = 1.00, Loss = 0.001
[2019-11-28 16:15] Train Step 1510/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3297.53, Accuracy = 1.00, Loss = 0.001
[2019-11-28 16:15] Train Step 1520/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3310.14, Accuracy = 1.00, Loss = 0.001
[2019-11-28 16:15] Train Step 1530/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3353.75, Accuracy = 1.00, Loss = 0.001
----------------------------------------------INPUT LENGTH  15  iteration  4  ------------------------

[2019-11-28 16:15] Train Step 0000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3233.52, Accuracy = 0.09, Loss = 2.307
[2019-11-28 16:15] Train Step 0010/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3410.22, Accuracy = 0.06, Loss = 2.299
[2019-11-28 16:15] Train Step 0020/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3654.97, Accuracy = 0.07, Loss = 2.309
[2019-11-28 16:15] Train Step 0030/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3354.65, Accuracy = 0.13, Loss = 2.294
[2019-11-28 16:15] Train Step 0040/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3344.28, Accuracy = 0.13, Loss = 2.302
[2019-11-28 16:15] Train Step 0050/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3362.34, Accuracy = 0.09, Loss = 2.300
[2019-11-28 16:15] Train Step 0060/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3457.57, Accuracy = 0.07, Loss = 2.301
[2019-11-28 16:15] Train Step 0070/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3343.12, Accuracy = 0.12, Loss = 2.278
[2019-11-28 16:15] Train Step 0080/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3310.91, Accuracy = 0.20, Loss = 2.242
[2019-11-28 16:15] Train Step 0090/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3312.16, Accuracy = 0.06, Loss = 2.302
[2019-11-28 16:15] Train Step 0100/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3301.48, Accuracy = 0.16, Loss = 2.152
[2019-11-28 16:15] Train Step 0110/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3330.80, Accuracy = 0.15, Loss = 2.105
[2019-11-28 16:15] Train Step 0120/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3334.93, Accuracy = 0.27, Loss = 1.872
[2019-11-28 16:15] Train Step 0130/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3538.87, Accuracy = 0.16, Loss = 1.980
[2019-11-28 16:15] Train Step 0140/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3474.29, Accuracy = 0.18, Loss = 1.959
[2019-11-28 16:15] Train Step 0150/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3374.19, Accuracy = 0.26, Loss = 1.776
[2019-11-28 16:15] Train Step 0160/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3394.91, Accuracy = 0.48, Loss = 1.559
[2019-11-28 16:15] Train Step 0170/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3341.14, Accuracy = 0.23, Loss = 1.663
[2019-11-28 16:15] Train Step 0180/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3352.89, Accuracy = 0.34, Loss = 1.510
[2019-11-28 16:15] Train Step 0190/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3369.41, Accuracy = 0.37, Loss = 1.444
[2019-11-28 16:15] Train Step 0200/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3351.53, Accuracy = 0.41, Loss = 1.360
[2019-11-28 16:15] Train Step 0210/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3311.44, Accuracy = 0.37, Loss = 1.296
[2019-11-28 16:15] Train Step 0220/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3555.67, Accuracy = 0.53, Loss = 1.170
[2019-11-28 16:15] Train Step 0230/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3315.43, Accuracy = 0.30, Loss = 1.425
[2019-11-28 16:15] Train Step 0240/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3375.29, Accuracy = 0.17, Loss = 1.506
[2019-11-28 16:15] Train Step 0250/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3424.38, Accuracy = 0.24, Loss = 1.435
[2019-11-28 16:15] Train Step 0260/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3837.12, Accuracy = 0.23, Loss = 1.476
[2019-11-28 16:15] Train Step 0270/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3348.91, Accuracy = 0.25, Loss = 1.393
[2019-11-28 16:15] Train Step 0280/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3790.44, Accuracy = 0.27, Loss = 1.433
[2019-11-28 16:15] Train Step 0290/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4052.59, Accuracy = 0.20, Loss = 1.504
[2019-11-28 16:15] Train Step 0300/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3382.18, Accuracy = 0.23, Loss = 1.512
[2019-11-28 16:15] Train Step 0310/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3547.28, Accuracy = 0.20, Loss = 1.569
[2019-11-28 16:15] Train Step 0320/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3465.36, Accuracy = 0.13, Loss = 1.628
[2019-11-28 16:15] Train Step 0330/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3181.46, Accuracy = 0.27, Loss = 1.386
[2019-11-28 16:15] Train Step 0340/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4359.84, Accuracy = 0.24, Loss = 1.619
[2019-11-28 16:15] Train Step 0350/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3467.91, Accuracy = 0.20, Loss = 1.460
[2019-11-28 16:15] Train Step 0360/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3640.05, Accuracy = 0.20, Loss = 1.603
[2019-11-28 16:15] Train Step 0370/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3354.42, Accuracy = 0.20, Loss = 1.437
[2019-11-28 16:15] Train Step 0380/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3621.93, Accuracy = 0.24, Loss = 1.487
[2019-11-28 16:15] Train Step 0390/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3880.16, Accuracy = 0.68, Loss = 0.729
[2019-11-28 16:15] Train Step 0400/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3423.79, Accuracy = 0.53, Loss = 0.880
[2019-11-28 16:15] Train Step 0410/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3429.00, Accuracy = 0.45, Loss = 0.986
[2019-11-28 16:15] Train Step 0420/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3387.78, Accuracy = 0.37, Loss = 1.067
[2019-11-28 16:15] Train Step 0430/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3384.64, Accuracy = 0.21, Loss = 1.220
[2019-11-28 16:15] Train Step 0440/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3990.66, Accuracy = 0.21, Loss = 1.244
[2019-11-28 16:15] Train Step 0450/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3366.07, Accuracy = 0.36, Loss = 1.193
[2019-11-28 16:15] Train Step 0460/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3327.08, Accuracy = 0.16, Loss = 1.343
[2019-11-28 16:15] Train Step 0470/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3396.61, Accuracy = 0.32, Loss = 1.210
[2019-11-28 16:15] Train Step 0480/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3422.07, Accuracy = 0.30, Loss = 1.212
[2019-11-28 16:15] Train Step 0490/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3361.43, Accuracy = 0.31, Loss = 1.220
[2019-11-28 16:15] Train Step 0500/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3996.81, Accuracy = 0.41, Loss = 1.143
[2019-11-28 16:15] Train Step 0510/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3595.17, Accuracy = 0.26, Loss = 1.270
[2019-11-28 16:15] Train Step 0520/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3472.31, Accuracy = 0.37, Loss = 1.042
[2019-11-28 16:15] Train Step 0530/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3458.33, Accuracy = 0.41, Loss = 1.207
[2019-11-28 16:15] Train Step 0540/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3361.64, Accuracy = 0.24, Loss = 1.284
[2019-11-28 16:15] Train Step 0550/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3881.00, Accuracy = 0.47, Loss = 1.009
[2019-11-28 16:15] Train Step 0560/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3345.84, Accuracy = 0.40, Loss = 1.065
[2019-11-28 16:15] Train Step 0570/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3389.14, Accuracy = 0.54, Loss = 0.903
[2019-11-28 16:15] Train Step 0580/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3387.26, Accuracy = 0.45, Loss = 0.876
[2019-11-28 16:15] Train Step 0590/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3361.43, Accuracy = 0.28, Loss = 1.103
[2019-11-28 16:16] Train Step 0600/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3830.77, Accuracy = 0.24, Loss = 1.100
[2019-11-28 16:16] Train Step 0610/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3336.38, Accuracy = 0.27, Loss = 1.091
[2019-11-28 16:16] Train Step 0620/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3332.64, Accuracy = 0.43, Loss = 0.920
[2019-11-28 16:16] Train Step 0630/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3358.99, Accuracy = 0.48, Loss = 0.848
[2019-11-28 16:16] Train Step 0640/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3559.40, Accuracy = 0.44, Loss = 0.944
[2019-11-28 16:16] Train Step 0650/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3291.22, Accuracy = 0.54, Loss = 0.795
[2019-11-28 16:16] Train Step 0660/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3381.95, Accuracy = 0.40, Loss = 1.034
[2019-11-28 16:16] Train Step 0670/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3364.53, Accuracy = 0.49, Loss = 0.882
[2019-11-28 16:16] Train Step 0680/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3668.78, Accuracy = 0.42, Loss = 1.010
[2019-11-28 16:16] Train Step 0690/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3310.26, Accuracy = 0.45, Loss = 0.861
[2019-11-28 16:16] Train Step 0700/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3536.70, Accuracy = 0.55, Loss = 0.874
[2019-11-28 16:16] Train Step 0710/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3343.28, Accuracy = 0.35, Loss = 1.098
[2019-11-28 16:16] Train Step 0720/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3355.34, Accuracy = 0.55, Loss = 0.945
[2019-11-28 16:16] Train Step 0730/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3392.10, Accuracy = 0.55, Loss = 0.955
[2019-11-28 16:16] Train Step 0740/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3434.50, Accuracy = 0.96, Loss = 0.219
[2019-11-28 16:16] Train Step 0750/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3351.65, Accuracy = 0.92, Loss = 0.253
[2019-11-28 16:16] Train Step 0760/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3344.78, Accuracy = 0.98, Loss = 0.226
[2019-11-28 16:16] Train Step 0770/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3365.65, Accuracy = 0.95, Loss = 0.223
[2019-11-28 16:16] Train Step 0780/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3364.00, Accuracy = 0.97, Loss = 0.191
[2019-11-28 16:16] Train Step 0790/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3348.87, Accuracy = 0.93, Loss = 0.211
[2019-11-28 16:16] Train Step 0800/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3331.50, Accuracy = 0.92, Loss = 0.234
[2019-11-28 16:16] Train Step 0810/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3692.22, Accuracy = 0.97, Loss = 0.202
[2019-11-28 16:16] Train Step 0820/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3655.22, Accuracy = 1.00, Loss = 0.145
[2019-11-28 16:16] Train Step 0830/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3649.90, Accuracy = 0.97, Loss = 0.163
[2019-11-28 16:16] Train Step 0840/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3306.51, Accuracy = 0.99, Loss = 0.126
[2019-11-28 16:16] Train Step 0850/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3334.95, Accuracy = 0.92, Loss = 0.191
[2019-11-28 16:16] Train Step 0860/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3359.90, Accuracy = 0.97, Loss = 0.141
