ERROR: Unable to locate a modulefile for 'torque/default'
ERROR: Unable to locate a modulefile for 'oldwheezy/1.0'
ERROR: Unable to locate a modulefile for 'licenses/1.0'
ERROR: Unable to locate a modulefile for 'stdenv/1.3'
ERROR: Unable to locate a modulefile for 'libgfortran/32/1'
----------------------------------------------INPUT LENGTH  5 ------------------------

/home/lgpu0119/DL_assignments_2019/assignment_2/part1/train.py:104: UserWarning: torch.nn.utils.clip_grad_norm is now deprecated in favor of torch.nn.utils.clip_grad_norm_.
  torch.nn.utils.clip_grad_norm(model.parameters(), max_norm=config.max_norm)
[2019-11-27 17:27] Train Step 0000/10000, Batch Size = 128, Model type RNN, Examples/Sec = 8762.09, Accuracy = 0.09, Loss = 2.304
[2019-11-27 17:29] Train Step 1020/10000, Batch Size = 128, Model type RNN, Examples/Sec = 20336.79, Accuracy = 1.00, Loss = 0.010
[2019-11-27 17:29] Train Step 1030/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19043.38, Accuracy = 1.00, Loss = 0.009
[2019-11-27 17:29] Train Step 1040/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19960.25, Accuracy = 1.00, Loss = 0.009
[2019-11-27 17:29] Train Step 1050/10000, Batch Size = 128, Model type RNN, Examples/Sec = 20251.64, Accuracy = 1.00, Loss = 0.009
[2019-11-27 17:29] Train Step 1060/10000, Batch Size = 128, Model type RNN, Examples/Sec = 20213.51, Accuracy = 1.00, Loss = 0.008
[2019-11-27 17:29] Train Step 1070/10000, Batch Size = 128, Model type RNN, Examples/Sec = 20198.30, Accuracy = 1.00, Loss = 0.007
[2019-11-27 17:29] Train Step 1080/10000, Batch Size = 128, Model type RNN, Examples/Sec = 18725.22, Accuracy = 1.00, Loss = 0.008
[2019-11-27 17:29] Train Step 1090/10000, Batch Size = 128, Model type RNN, Examples/Sec = 20369.97, Accuracy = 1.00, Loss = 0.007
[2019-11-27 17:29] Train Step 1100/10000, Batch Size = 128, Model type RNN, Examples/Sec = 20255.46, Accuracy = 1.00, Loss = 0.006
[2019-11-27 17:29] Train Step 1110/10000, Batch Size = 128, Model type RNN, Examples/Sec = 20306.79, Accuracy = 1.00, Loss = 0.006
----------------------------------------------INPUT LENGTH  7 ------------------------

[2019-11-27 17:29] Train Step 0000/10000, Batch Size = 128, Model type RNN, Examples/Sec = 9266.78, Accuracy = 0.10, Loss = 2.327
[2019-11-27 17:29] Train Step 0010/10000, Batch Size = 128, Model type RNN, Examples/Sec = 18788.13, Accuracy = 0.20, Loss = 1.892
[2019-11-27 17:29] Train Step 0020/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19334.85, Accuracy = 0.28, Loss = 1.645
[2019-11-27 17:29] Train Step 0030/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19103.69, Accuracy = 0.35, Loss = 1.468
[2019-11-27 17:29] Train Step 0040/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19311.21, Accuracy = 0.44, Loss = 1.318
[2019-11-27 17:29] Train Step 0050/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19225.46, Accuracy = 0.52, Loss = 1.251
[2019-11-27 17:29] Train Step 0060/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19404.74, Accuracy = 0.54, Loss = 1.157
[2019-11-27 17:29] Train Step 0070/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19459.60, Accuracy = 0.55, Loss = 1.151
[2019-11-27 17:29] Train Step 0080/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19389.32, Accuracy = 0.71, Loss = 0.969
[2019-11-27 17:29] Train Step 0090/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19412.46, Accuracy = 0.66, Loss = 0.923
[2019-11-27 17:29] Train Step 0100/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19443.39, Accuracy = 0.77, Loss = 0.818
[2019-11-27 17:29] Train Step 0110/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19167.80, Accuracy = 0.55, Loss = 0.931
[2019-11-27 17:29] Train Step 0120/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19249.58, Accuracy = 0.52, Loss = 0.988
[2019-11-27 17:29] Train Step 0130/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19092.82, Accuracy = 0.63, Loss = 0.882
[2019-11-27 17:29] Train Step 0140/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19142.51, Accuracy = 0.72, Loss = 0.747
[2019-11-27 17:29] Train Step 0150/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19071.79, Accuracy = 0.74, Loss = 0.709
[2019-11-27 17:29] Train Step 0160/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19164.38, Accuracy = 0.66, Loss = 0.821
[2019-11-27 17:29] Train Step 0170/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19033.93, Accuracy = 0.71, Loss = 0.657
[2019-11-27 17:29] Train Step 0180/10000, Batch Size = 128, Model type RNN, Examples/Sec = 18942.59, Accuracy = 0.74, Loss = 0.632
[2019-11-27 17:29] Train Step 0190/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19122.74, Accuracy = 0.70, Loss = 0.642
[2019-11-27 17:29] Train Step 0200/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19058.93, Accuracy = 0.74, Loss = 0.591
[2019-11-27 17:29] Train Step 0210/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19179.44, Accuracy = 0.79, Loss = 0.548
[2019-11-27 17:29] Train Step 0220/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19104.37, Accuracy = 0.79, Loss = 0.519
[2019-11-27 17:29] Train Step 0230/10000, Batch Size = 128, Model type RNN, Examples/Sec = 18228.67, Accuracy = 0.92, Loss = 0.446
[2019-11-27 17:29] Train Step 0240/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19487.85, Accuracy = 0.82, Loss = 0.426
[2019-11-27 17:29] Train Step 0250/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19213.76, Accuracy = 0.80, Loss = 0.445
[2019-11-27 17:29] Train Step 0260/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19195.90, Accuracy = 0.81, Loss = 0.445
[2019-11-27 17:29] Train Step 0270/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19217.89, Accuracy = 0.82, Loss = 0.449
[2019-11-27 17:29] Train Step 0280/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19107.77, Accuracy = 0.81, Loss = 0.430
[2019-11-27 17:29] Train Step 0290/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19320.94, Accuracy = 0.80, Loss = 0.383
[2019-11-27 17:29] Train Step 0300/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19182.18, Accuracy = 0.78, Loss = 0.433
[2019-11-27 17:29] Train Step 0310/10000, Batch Size = 128, Model type RNN, Examples/Sec = 18961.99, Accuracy = 0.80, Loss = 0.414
[2019-11-27 17:29] Train Step 0320/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19283.46, Accuracy = 0.82, Loss = 0.437
[2019-11-27 17:29] Train Step 0330/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19239.93, Accuracy = 0.83, Loss = 0.390
[2019-11-27 17:29] Train Step 0340/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19398.43, Accuracy = 0.77, Loss = 0.425
[2019-11-27 17:29] Train Step 0350/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19011.68, Accuracy = 0.78, Loss = 0.421
[2019-11-27 17:29] Train Step 0360/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19339.03, Accuracy = 0.84, Loss = 0.368
[2019-11-27 17:29] Train Step 0370/10000, Batch Size = 128, Model type RNN, Examples/Sec = 18995.54, Accuracy = 0.86, Loss = 0.337
[2019-11-27 17:29] Train Step 0380/10000, Batch Size = 128, Model type RNN, Examples/Sec = 18901.91, Accuracy = 0.84, Loss = 0.354
[2019-11-27 17:29] Train Step 0390/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19305.65, Accuracy = 0.88, Loss = 0.323
[2019-11-27 17:29] Train Step 0400/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19085.35, Accuracy = 0.91, Loss = 0.256
[2019-11-27 17:29] Train Step 0410/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19336.25, Accuracy = 0.86, Loss = 0.295
[2019-11-27 17:29] Train Step 0420/10000, Batch Size = 128, Model type RNN, Examples/Sec = 18985.46, Accuracy = 0.91, Loss = 0.282
[2019-11-27 17:29] Train Step 0430/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19251.66, Accuracy = 0.91, Loss = 0.290
[2019-11-27 17:29] Train Step 0440/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19093.50, Accuracy = 0.89, Loss = 0.257
[2019-11-27 17:29] Train Step 0450/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19336.25, Accuracy = 0.92, Loss = 0.271
[2019-11-27 17:29] Train Step 0460/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19171.91, Accuracy = 0.91, Loss = 0.248
[2019-11-27 17:29] Train Step 0470/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19211.70, Accuracy = 0.85, Loss = 0.290
[2019-11-27 17:29] Train Step 0480/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19406.84, Accuracy = 0.88, Loss = 0.258
[2019-11-27 17:29] Train Step 0490/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19365.54, Accuracy = 0.83, Loss = 0.319
[2019-11-27 17:29] Train Step 0500/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19072.47, Accuracy = 0.85, Loss = 0.309
[2019-11-27 17:29] Train Step 0510/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19242.69, Accuracy = 0.80, Loss = 0.323
[2019-11-27 17:29] Train Step 0520/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19189.72, Accuracy = 0.88, Loss = 0.260
[2019-11-27 17:29] Train Step 0530/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19277.92, Accuracy = 0.86, Loss = 0.278
[2019-11-27 17:29] Train Step 0540/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19493.52, Accuracy = 0.87, Loss = 0.236
[2019-11-27 17:29] Train Step 0550/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19085.35, Accuracy = 0.93, Loss = 0.249
[2019-11-27 17:29] Train Step 0560/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19101.65, Accuracy = 0.88, Loss = 0.251
[2019-11-27 17:29] Train Step 0570/10000, Batch Size = 128, Model type RNN, Examples/Sec = 18615.50, Accuracy = 0.91, Loss = 0.212
[2019-11-27 17:29] Train Step 0580/10000, Batch Size = 128, Model type RNN, Examples/Sec = 18970.70, Accuracy = 0.91, Loss = 0.211
[2019-11-27 17:29] Train Step 0590/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19192.47, Accuracy = 0.90, Loss = 0.201
[2019-11-27 17:29] Train Step 0600/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19244.06, Accuracy = 0.91, Loss = 0.237
[2019-11-27 17:29] Train Step 0610/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19229.59, Accuracy = 0.86, Loss = 0.249
[2019-11-27 17:29] Train Step 0620/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19264.78, Accuracy = 0.89, Loss = 0.189
[2019-11-27 17:29] Train Step 0630/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19033.93, Accuracy = 0.87, Loss = 0.207
[2019-11-27 17:29] Train Step 0640/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19211.70, Accuracy = 0.99, Loss = 0.186
[2019-11-27 17:29] Train Step 0650/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19143.20, Accuracy = 0.88, Loss = 0.264
[2019-11-27 17:29] Train Step 0660/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19014.38, Accuracy = 0.83, Loss = 0.234
[2019-11-27 17:29] Train Step 0670/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19030.55, Accuracy = 0.91, Loss = 0.181
[2019-11-27 17:29] Train Step 0680/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19081.96, Accuracy = 1.00, Loss = 0.129
[2019-11-27 17:29] Train Step 0690/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19182.87, Accuracy = 0.94, Loss = 0.139
[2019-11-27 17:29] Train Step 0700/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19177.39, Accuracy = 0.94, Loss = 0.157
[2019-11-27 17:29] Train Step 0710/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19065.70, Accuracy = 0.91, Loss = 0.156
[2019-11-27 17:29] Train Step 0720/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19136.37, Accuracy = 0.90, Loss = 0.173
[2019-11-27 17:29] Train Step 0730/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19007.64, Accuracy = 0.92, Loss = 0.138
[2019-11-27 17:29] Train Step 0740/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19286.93, Accuracy = 0.91, Loss = 0.151
[2019-11-27 17:29] Train Step 0750/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19085.35, Accuracy = 0.89, Loss = 0.164
[2019-11-27 17:29] Train Step 0760/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19052.16, Accuracy = 0.95, Loss = 0.141
[2019-11-27 17:29] Train Step 0770/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19079.25, Accuracy = 0.91, Loss = 0.155
[2019-11-27 17:29] Train Step 0780/10000, Batch Size = 128, Model type RNN, Examples/Sec = 18988.82, Accuracy = 0.95, Loss = 0.126
[2019-11-27 17:29] Train Step 0790/10000, Batch Size = 128, Model type RNN, Examples/Sec = 18989.49, Accuracy = 0.98, Loss = 0.083
[2019-11-27 17:29] Train Step 0800/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19174.65, Accuracy = 0.85, Loss = 0.237
[2019-11-27 17:29] Train Step 0810/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19309.13, Accuracy = 0.91, Loss = 0.154
[2019-11-27 17:29] Train Step 0820/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19050.81, Accuracy = 0.98, Loss = 0.098
[2019-11-27 17:29] Train Step 0830/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19378.82, Accuracy = 1.00, Loss = 0.067
[2019-11-27 17:29] Train Step 0840/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19363.45, Accuracy = 1.00, Loss = 0.033
[2019-11-27 17:29] Train Step 0850/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19511.23, Accuracy = 1.00, Loss = 0.036
[2019-11-27 17:29] Train Step 0860/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19549.59, Accuracy = 1.00, Loss = 0.031
[2019-11-27 17:29] Train Step 0870/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19342.52, Accuracy = 1.00, Loss = 0.032
[2019-11-27 17:29] Train Step 0880/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19578.82, Accuracy = 1.00, Loss = 0.022
[2019-11-27 17:29] Train Step 0890/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19594.54, Accuracy = 1.00, Loss = 0.017
[2019-11-27 17:29] Train Step 0900/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19599.55, Accuracy = 1.00, Loss = 0.020
[2019-11-27 17:29] Train Step 0910/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19472.30, Accuracy = 1.00, Loss = 0.018
[2019-11-27 17:29] Train Step 0920/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19593.83, Accuracy = 1.00, Loss = 0.017
[2019-11-27 17:29] Train Step 0930/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19568.12, Accuracy = 1.00, Loss = 0.014
[2019-11-27 17:29] Train Step 0940/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19296.63, Accuracy = 1.00, Loss = 0.016
[2019-11-27 17:29] Train Step 0950/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19481.49, Accuracy = 1.00, Loss = 0.014
[2019-11-27 17:29] Train Step 0960/10000, Batch Size = 128, Model type RNN, Examples/Sec = 18928.57, Accuracy = 1.00, Loss = 0.011
[2019-11-27 17:29] Train Step 0970/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19220.64, Accuracy = 1.00, Loss = 0.012
[2019-11-27 17:29] Train Step 0980/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19425.80, Accuracy = 1.00, Loss = 0.010
[2019-11-27 17:29] Train Step 0990/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19313.99, Accuracy = 1.00, Loss = 0.009
[2019-11-27 17:29] Train Step 1000/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19594.54, Accuracy = 1.00, Loss = 0.009
[2019-11-27 17:29] Train Step 1010/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19446.21, Accuracy = 1.00, Loss = 0.008
[2019-11-27 17:29] Train Step 1020/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19606.71, Accuracy = 1.00, Loss = 0.008
[2019-11-27 17:29] Train Step 1030/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19405.44, Accuracy = 1.00, Loss = 0.008
[2019-11-27 17:29] Train Step 1040/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19427.21, Accuracy = 1.00, Loss = 0.007
[2019-11-27 17:29] Train Step 1050/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19674.97, Accuracy = 1.00, Loss = 0.006
[2019-11-27 17:29] Train Step 1060/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19623.19, Accuracy = 1.00, Loss = 0.007
[2019-11-27 17:29] Train Step 1070/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19447.62, Accuracy = 1.00, Loss = 0.005
----------------------------------------------INPUT LENGTH  7 ------------------------

[2019-11-27 17:29] Train Step 0000/10000, Batch Size = 128, Model type RNN, Examples/Sec = 8885.65, Accuracy = 0.13, Loss = 2.289
[2019-11-27 17:29] Train Step 0010/10000, Batch Size = 128, Model type RNN, Examples/Sec = 18994.19, Accuracy = 0.27, Loss = 1.814
[2019-11-27 17:29] Train Step 0020/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19183.55, Accuracy = 0.20, Loss = 1.727
[2019-11-27 17:29] Train Step 0030/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19046.08, Accuracy = 0.27, Loss = 1.644
[2019-11-27 17:29] Train Step 0040/10000, Batch Size = 128, Model type RNN, Examples/Sec = 18998.23, Accuracy = 0.49, Loss = 1.440
[2019-11-27 17:29] Train Step 0050/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19031.90, Accuracy = 0.36, Loss = 1.617
[2019-11-27 17:29] Train Step 0060/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19450.44, Accuracy = 0.52, Loss = 1.172
[2019-11-27 17:29] Train Step 0070/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19504.14, Accuracy = 0.35, Loss = 1.313
[2019-11-27 17:29] Train Step 0080/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19487.15, Accuracy = 0.56, Loss = 1.067
[2019-11-27 17:29] Train Step 0090/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19402.64, Accuracy = 0.56, Loss = 1.019
[2019-11-27 17:29] Train Step 0100/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19456.78, Accuracy = 0.71, Loss = 0.872
[2019-11-27 17:29] Train Step 0110/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19292.47, Accuracy = 0.59, Loss = 0.932
[2019-11-27 17:29] Train Step 0120/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14077.06, Accuracy = 0.52, Loss = 0.946
[2019-11-27 17:29] Train Step 0130/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19425.10, Accuracy = 0.64, Loss = 0.868
[2019-11-27 17:29] Train Step 0140/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19217.89, Accuracy = 0.63, Loss = 0.864
[2019-11-27 17:29] Train Step 0150/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19079.92, Accuracy = 0.64, Loss = 0.877
[2019-11-27 17:29] Train Step 0160/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19029.20, Accuracy = 0.68, Loss = 0.756
[2019-11-27 17:29] Train Step 0170/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19533.23, Accuracy = 0.76, Loss = 0.712
[2019-11-27 17:29] Train Step 0180/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19418.07, Accuracy = 0.71, Loss = 0.692
[2019-11-27 17:29] Train Step 0190/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19246.82, Accuracy = 0.67, Loss = 0.792
[2019-11-27 17:29] Train Step 0200/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19314.68, Accuracy = 0.73, Loss = 0.683
[2019-11-27 17:29] Train Step 0210/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19237.17, Accuracy = 0.83, Loss = 0.519
[2019-11-27 17:29] Train Step 0220/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19215.14, Accuracy = 0.72, Loss = 0.648
[2019-11-27 17:29] Train Step 0230/10000, Batch Size = 128, Model type RNN, Examples/Sec = 18949.28, Accuracy = 0.70, Loss = 0.701
[2019-11-27 17:29] Train Step 0240/10000, Batch Size = 128, Model type RNN, Examples/Sec = 18974.06, Accuracy = 0.78, Loss = 0.584
[2019-11-27 17:29] Train Step 0250/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19171.22, Accuracy = 0.73, Loss = 0.567
[2019-11-27 17:29] Train Step 0260/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19147.29, Accuracy = 0.77, Loss = 0.550
[2019-11-27 17:29] Train Step 0270/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19208.26, Accuracy = 0.80, Loss = 0.478
[2019-11-27 17:29] Train Step 0280/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19111.17, Accuracy = 0.71, Loss = 0.517
[2019-11-27 17:29] Train Step 0290/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19328.59, Accuracy = 0.78, Loss = 0.498
[2019-11-27 17:29] Train Step 0300/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19332.77, Accuracy = 0.82, Loss = 0.408
[2019-11-27 17:29] Train Step 0310/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19224.08, Accuracy = 0.91, Loss = 0.389
[2019-11-27 17:29] Train Step 0320/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19173.96, Accuracy = 0.86, Loss = 0.351
[2019-11-27 17:29] Train Step 0330/10000, Batch Size = 128, Model type RNN, Examples/Sec = 18816.45, Accuracy = 0.88, Loss = 0.334
[2019-11-27 17:29] Train Step 0340/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19298.71, Accuracy = 0.84, Loss = 0.405
[2019-11-27 17:29] Train Step 0350/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19257.18, Accuracy = 0.83, Loss = 0.393
[2019-11-27 17:29] Train Step 0360/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19091.46, Accuracy = 0.85, Loss = 0.362
[2019-11-27 17:29] Train Step 0370/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19215.82, Accuracy = 0.80, Loss = 0.412
[2019-11-27 17:29] Train Step 0380/10000, Batch Size = 128, Model type RNN, Examples/Sec = 18910.56, Accuracy = 0.84, Loss = 0.357
[2019-11-27 17:29] Train Step 0390/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19336.25, Accuracy = 0.87, Loss = 0.346
[2019-11-27 17:29] Train Step 0400/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19364.14, Accuracy = 0.85, Loss = 0.337
[2019-11-27 17:29] Train Step 0410/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19108.45, Accuracy = 0.89, Loss = 0.273
[2019-11-27 17:29] Train Step 0420/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19348.09, Accuracy = 0.95, Loss = 0.282
[2019-11-27 17:29] Train Step 0430/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19265.47, Accuracy = 0.98, Loss = 0.250
[2019-11-27 17:29] Train Step 0440/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19122.74, Accuracy = 0.87, Loss = 0.300
[2019-11-27 17:29] Train Step 0450/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19174.65, Accuracy = 0.87, Loss = 0.324
[2019-11-27 17:29] Train Step 0460/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19231.66, Accuracy = 0.90, Loss = 0.291
[2019-11-27 17:29] Train Step 0470/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19120.70, Accuracy = 0.84, Loss = 0.335
[2019-11-27 17:29] Train Step 0480/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19343.91, Accuracy = 0.89, Loss = 0.258
[2019-11-27 17:29] Train Step 0490/10000, Batch Size = 128, Model type RNN, Examples/Sec = 18636.82, Accuracy = 0.92, Loss = 0.238
[2019-11-27 17:29] Train Step 0500/10000, Batch Size = 128, Model type RNN, Examples/Sec = 18886.61, Accuracy = 0.92, Loss = 0.230
[2019-11-27 17:29] Train Step 0510/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19048.78, Accuracy = 0.96, Loss = 0.187
[2019-11-27 17:29] Train Step 0520/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19025.83, Accuracy = 0.95, Loss = 0.184
[2019-11-27 17:29] Train Step 0530/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15177.85, Accuracy = 0.86, Loss = 0.256
[2019-11-27 17:29] Train Step 0540/10000, Batch Size = 128, Model type RNN, Examples/Sec = 18903.91, Accuracy = 0.96, Loss = 0.212
[2019-11-27 17:29] Train Step 0550/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19285.54, Accuracy = 0.95, Loss = 0.192
[2019-11-27 17:29] Train Step 0560/10000, Batch Size = 128, Model type RNN, Examples/Sec = 18941.92, Accuracy = 0.84, Loss = 0.258
[2019-11-27 17:29] Train Step 0570/10000, Batch Size = 128, Model type RNN, Examples/Sec = 18798.66, Accuracy = 0.87, Loss = 0.290
[2019-11-27 17:29] Train Step 0580/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19152.76, Accuracy = 0.91, Loss = 0.203
[2019-11-27 17:29] Train Step 0590/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19000.24, Accuracy = 0.93, Loss = 0.207
[2019-11-27 17:29] Train Step 0600/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19029.20, Accuracy = 0.88, Loss = 0.245
[2019-11-27 17:29] Train Step 0610/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19084.67, Accuracy = 0.98, Loss = 0.191
[2019-11-27 17:29] Train Step 0620/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19062.99, Accuracy = 0.88, Loss = 0.253
[2019-11-27 17:29] Train Step 0630/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19200.70, Accuracy = 0.91, Loss = 0.183
[2019-11-27 17:29] Train Step 0640/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19250.97, Accuracy = 0.94, Loss = 0.159
[2019-11-27 17:29] Train Step 0650/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19255.11, Accuracy = 0.92, Loss = 0.167
[2019-11-27 17:29] Train Step 0660/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19390.72, Accuracy = 1.00, Loss = 0.126
