ERROR: Unable to locate a modulefile for 'torque/default'
ERROR: Unable to locate a modulefile for 'oldwheezy/1.0'
ERROR: Unable to locate a modulefile for 'licenses/1.0'
ERROR: Unable to locate a modulefile for 'stdenv/1.3'
ERROR: Unable to locate a modulefile for 'libgfortran/32/1'
----------------------------------------------INPUT LENGTH  5 ------------------------

/home/lgpu0119/DL_assignments_2019/assignment_2/part1/train.py:104: UserWarning: torch.nn.utils.clip_grad_norm is now deprecated in favor of torch.nn.utils.clip_grad_norm_.
  torch.nn.utils.clip_grad_norm(model.parameters(), max_norm=config.max_norm)
[2019-11-27 17:27] Train Step 0000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4934.29, Accuracy = 0.08, Loss = 2.298
[2019-11-27 17:29] Train Step 0560/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4752.96, Accuracy = 0.95, Loss = 0.229
[2019-11-27 17:29] Train Step 0570/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4517.29, Accuracy = 0.91, Loss = 0.328
[2019-11-27 17:29] Train Step 0580/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4427.44, Accuracy = 0.96, Loss = 0.222
[2019-11-27 17:29] Train Step 0590/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4626.36, Accuracy = 0.94, Loss = 0.224
[2019-11-27 17:29] Train Step 0600/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4518.62, Accuracy = 0.89, Loss = 0.301
[2019-11-27 17:29] Train Step 0610/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4742.93, Accuracy = 0.93, Loss = 0.233
[2019-11-27 17:29] Train Step 0620/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4488.17, Accuracy = 0.99, Loss = 0.165
[2019-11-27 17:29] Train Step 0630/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4591.23, Accuracy = 0.96, Loss = 0.181
[2019-11-27 17:29] Train Step 0640/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4492.19, Accuracy = 0.98, Loss = 0.201
[2019-11-27 17:29] Train Step 0650/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4532.47, Accuracy = 0.94, Loss = 0.196
[2019-11-27 17:29] Train Step 0660/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4676.33, Accuracy = 0.68, Loss = 0.723
[2019-11-27 17:29] Train Step 0670/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4453.00, Accuracy = 0.81, Loss = 0.344
[2019-11-27 17:29] Train Step 0680/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4657.39, Accuracy = 0.77, Loss = 0.395
[2019-11-27 17:29] Train Step 0690/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4537.60, Accuracy = 0.77, Loss = 0.387
[2019-11-27 17:29] Train Step 0700/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4578.31, Accuracy = 0.82, Loss = 0.379
[2019-11-27 17:29] Train Step 0710/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4506.37, Accuracy = 0.59, Loss = 1.301
[2019-11-27 17:29] Train Step 0720/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4582.49, Accuracy = 0.92, Loss = 0.207
[2019-11-27 17:29] Train Step 0730/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4412.92, Accuracy = 1.00, Loss = 0.132
[2019-11-27 17:29] Train Step 0740/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4603.32, Accuracy = 0.90, Loss = 0.197
[2019-11-27 17:29] Train Step 0750/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4462.51, Accuracy = 0.91, Loss = 0.336
[2019-11-27 17:29] Train Step 0760/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4515.47, Accuracy = 0.75, Loss = 0.680
[2019-11-27 17:29] Train Step 0770/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4524.22, Accuracy = 0.80, Loss = 0.392
[2019-11-27 17:29] Train Step 0780/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4459.95, Accuracy = 0.85, Loss = 0.336
[2019-11-27 17:29] Train Step 0790/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4587.42, Accuracy = 0.96, Loss = 0.176
[2019-11-27 17:29] Train Step 0800/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4542.55, Accuracy = 0.97, Loss = 0.139
[2019-11-27 17:29] Train Step 0810/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4495.43, Accuracy = 0.93, Loss = 0.182
[2019-11-27 17:29] Train Step 0820/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4483.64, Accuracy = 1.00, Loss = 0.059
[2019-11-27 17:29] Train Step 0830/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4453.33, Accuracy = 0.91, Loss = 0.226
[2019-11-27 17:29] Train Step 0840/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4444.88, Accuracy = 0.96, Loss = 0.118
[2019-11-27 17:29] Train Step 0850/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4535.49, Accuracy = 0.88, Loss = 0.213
[2019-11-27 17:29] Train Step 0860/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4533.69, Accuracy = 0.93, Loss = 0.159
[2019-11-27 17:29] Train Step 0870/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4686.74, Accuracy = 0.95, Loss = 0.150
[2019-11-27 17:29] Train Step 0880/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4371.91, Accuracy = 0.92, Loss = 0.185
[2019-11-27 17:29] Train Step 0890/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4469.01, Accuracy = 0.89, Loss = 0.236
[2019-11-27 17:29] Train Step 0900/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4478.29, Accuracy = 0.99, Loss = 0.048
[2019-11-27 17:29] Train Step 0910/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4696.33, Accuracy = 0.93, Loss = 0.189
[2019-11-27 17:29] Train Step 0920/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4434.31, Accuracy = 0.93, Loss = 0.144
[2019-11-27 17:29] Train Step 0930/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4512.73, Accuracy = 0.98, Loss = 0.053
[2019-11-27 17:29] Train Step 0940/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4653.91, Accuracy = 1.00, Loss = 0.017
[2019-11-27 17:29] Train Step 0950/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4807.35, Accuracy = 1.00, Loss = 0.013
[2019-11-27 17:29] Train Step 0960/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4825.89, Accuracy = 1.00, Loss = 0.011
[2019-11-27 17:29] Train Step 0970/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4523.46, Accuracy = 1.00, Loss = 0.010
[2019-11-27 17:29] Train Step 0980/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4477.84, Accuracy = 1.00, Loss = 0.009
[2019-11-27 17:30] Train Step 0990/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4161.95, Accuracy = 1.00, Loss = 0.008
[2019-11-27 17:30] Train Step 1000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4668.36, Accuracy = 1.00, Loss = 0.007
[2019-11-27 17:30] Train Step 1010/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4676.01, Accuracy = 1.00, Loss = 0.006
[2019-11-27 17:30] Train Step 1020/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 5385.40, Accuracy = 1.00, Loss = 0.005
[2019-11-27 17:30] Train Step 1030/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4601.42, Accuracy = 1.00, Loss = 0.005
----------------------------------------------INPUT LENGTH  10 ------------------------

[2019-11-27 17:30] Train Step 0000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4100.41, Accuracy = 0.12, Loss = 2.307
[2019-11-27 17:30] Train Step 0010/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4480.50, Accuracy = 0.12, Loss = 2.300
[2019-11-27 17:30] Train Step 0020/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 5058.95, Accuracy = 0.16, Loss = 2.286
[2019-11-27 17:30] Train Step 0030/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 5186.61, Accuracy = 0.20, Loss = 2.252
[2019-11-27 17:30] Train Step 0040/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4602.29, Accuracy = 0.19, Loss = 2.202
[2019-11-27 17:30] Train Step 0050/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4544.21, Accuracy = 0.12, Loss = 2.302
[2019-11-27 17:30] Train Step 0060/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4682.65, Accuracy = 0.17, Loss = 2.254
[2019-11-27 17:30] Train Step 0070/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4367.04, Accuracy = 0.16, Loss = 2.362
[2019-11-27 17:30] Train Step 0080/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4848.25, Accuracy = 0.25, Loss = 1.859
[2019-11-27 17:30] Train Step 0090/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4528.19, Accuracy = 0.18, Loss = 1.810
[2019-11-27 17:30] Train Step 0100/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4469.75, Accuracy = 0.34, Loss = 1.639
[2019-11-27 17:30] Train Step 0110/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4444.63, Accuracy = 0.24, Loss = 1.594
[2019-11-27 17:30] Train Step 0120/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4534.96, Accuracy = 0.28, Loss = 1.466
[2019-11-27 17:30] Train Step 0130/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4484.54, Accuracy = 0.23, Loss = 1.602
[2019-11-27 17:30] Train Step 0140/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4509.17, Accuracy = 0.30, Loss = 1.429
[2019-11-27 17:30] Train Step 0150/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4428.17, Accuracy = 0.27, Loss = 1.433
[2019-11-27 17:30] Train Step 0160/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4480.16, Accuracy = 0.28, Loss = 1.323
[2019-11-27 17:30] Train Step 0170/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4542.25, Accuracy = 0.38, Loss = 1.249
[2019-11-27 17:30] Train Step 0180/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4479.56, Accuracy = 0.41, Loss = 1.203
[2019-11-27 17:30] Train Step 0190/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4449.34, Accuracy = 0.46, Loss = 1.140
[2019-11-27 17:30] Train Step 0200/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4918.20, Accuracy = 0.44, Loss = 1.104
[2019-11-27 17:30] Train Step 0210/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4504.82, Accuracy = 0.59, Loss = 1.012
[2019-11-27 17:30] Train Step 0220/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4505.69, Accuracy = 0.66, Loss = 0.946
[2019-11-27 17:30] Train Step 0230/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4603.59, Accuracy = 0.70, Loss = 0.905
[2019-11-27 17:30] Train Step 0240/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4694.77, Accuracy = 0.26, Loss = 1.333
[2019-11-27 17:30] Train Step 0250/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4594.61, Accuracy = 0.37, Loss = 1.129
[2019-11-27 17:30] Train Step 0260/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4616.02, Accuracy = 0.50, Loss = 0.990
[2019-11-27 17:30] Train Step 0270/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4456.99, Accuracy = 0.57, Loss = 0.847
[2019-11-27 17:30] Train Step 0280/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4421.97, Accuracy = 0.55, Loss = 0.858
[2019-11-27 17:30] Train Step 0290/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4430.07, Accuracy = 0.72, Loss = 0.769
[2019-11-27 17:30] Train Step 0300/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4458.80, Accuracy = 0.70, Loss = 0.758
[2019-11-27 17:30] Train Step 0310/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4439.04, Accuracy = 0.83, Loss = 0.636
[2019-11-27 17:30] Train Step 0320/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4826.67, Accuracy = 0.84, Loss = 0.614
[2019-11-27 17:30] Train Step 0330/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4496.37, Accuracy = 0.88, Loss = 0.583
[2019-11-27 17:30] Train Step 0340/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4507.66, Accuracy = 0.86, Loss = 0.564
[2019-11-27 17:30] Train Step 0350/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4588.05, Accuracy = 0.84, Loss = 0.555
[2019-11-27 17:30] Train Step 0360/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4701.23, Accuracy = 0.85, Loss = 0.487
[2019-11-27 17:30] Train Step 0370/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4452.07, Accuracy = 0.84, Loss = 0.542
[2019-11-27 17:30] Train Step 0380/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4630.11, Accuracy = 0.80, Loss = 0.555
[2019-11-27 17:30] Train Step 0390/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4615.31, Accuracy = 0.90, Loss = 0.453
[2019-11-27 17:30] Train Step 0400/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4397.99, Accuracy = 0.90, Loss = 0.478
[2019-11-27 17:30] Train Step 0410/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4481.28, Accuracy = 0.87, Loss = 0.438
[2019-11-27 17:30] Train Step 0420/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4433.10, Accuracy = 0.94, Loss = 0.402
[2019-11-27 17:30] Train Step 0430/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4438.64, Accuracy = 0.93, Loss = 0.361
[2019-11-27 17:30] Train Step 0440/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4519.99, Accuracy = 0.92, Loss = 0.331
[2019-11-27 17:30] Train Step 0450/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4602.29, Accuracy = 0.95, Loss = 0.366
[2019-11-27 17:30] Train Step 0460/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4579.83, Accuracy = 0.89, Loss = 0.351
[2019-11-27 17:30] Train Step 0470/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4538.83, Accuracy = 0.92, Loss = 0.392
[2019-11-27 17:30] Train Step 0480/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4465.59, Accuracy = 0.85, Loss = 0.449
[2019-11-27 17:30] Train Step 0490/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4562.86, Accuracy = 0.97, Loss = 0.308
[2019-11-27 17:30] Train Step 0500/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4528.19, Accuracy = 0.92, Loss = 0.333
[2019-11-27 17:30] Train Step 0510/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4517.59, Accuracy = 0.98, Loss = 0.255
[2019-11-27 17:30] Train Step 0520/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4542.59, Accuracy = 0.92, Loss = 0.296
[2019-11-27 17:30] Train Step 0530/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4564.61, Accuracy = 0.98, Loss = 0.272
[2019-11-27 17:30] Train Step 0540/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4578.66, Accuracy = 0.91, Loss = 0.354
[2019-11-27 17:30] Train Step 0550/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4637.71, Accuracy = 0.95, Loss = 0.285
[2019-11-27 17:30] Train Step 0560/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4664.51, Accuracy = 1.00, Loss = 0.222
[2019-11-27 17:30] Train Step 0570/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4442.42, Accuracy = 0.95, Loss = 0.265
[2019-11-27 17:30] Train Step 0580/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4657.39, Accuracy = 0.80, Loss = 0.402
[2019-11-27 17:30] Train Step 0590/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4410.99, Accuracy = 0.98, Loss = 0.237
[2019-11-27 17:30] Train Step 0600/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4543.36, Accuracy = 0.98, Loss = 0.178
[2019-11-27 17:30] Train Step 0610/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4654.80, Accuracy = 0.98, Loss = 0.224
[2019-11-27 17:30] Train Step 0620/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4485.21, Accuracy = 0.98, Loss = 0.163
[2019-11-27 17:30] Train Step 0630/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4438.12, Accuracy = 0.99, Loss = 0.163
[2019-11-27 17:30] Train Step 0640/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4881.80, Accuracy = 0.77, Loss = 0.521
[2019-11-27 17:30] Train Step 0650/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4597.01, Accuracy = 0.82, Loss = 0.371
[2019-11-27 17:30] Train Step 0660/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4663.74, Accuracy = 0.90, Loss = 0.273
[2019-11-27 17:30] Train Step 0670/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4657.39, Accuracy = 0.91, Loss = 0.260
[2019-11-27 17:30] Train Step 0680/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4520.64, Accuracy = 0.98, Loss = 0.167
[2019-11-27 17:30] Train Step 0690/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 5344.34, Accuracy = 0.99, Loss = 0.141
[2019-11-27 17:30] Train Step 0700/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4554.39, Accuracy = 0.99, Loss = 0.137
[2019-11-27 17:30] Train Step 0710/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4489.41, Accuracy = 1.00, Loss = 0.128
[2019-11-27 17:30] Train Step 0720/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4594.73, Accuracy = 0.99, Loss = 0.102
[2019-11-27 17:30] Train Step 0730/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4733.27, Accuracy = 1.00, Loss = 0.102
[2019-11-27 17:30] Train Step 0740/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4629.31, Accuracy = 0.91, Loss = 0.264
[2019-11-27 17:30] Train Step 0750/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4459.65, Accuracy = 0.91, Loss = 0.252
[2019-11-27 17:30] Train Step 0760/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4621.19, Accuracy = 0.97, Loss = 0.169
[2019-11-27 17:30] Train Step 0770/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4764.27, Accuracy = 0.96, Loss = 0.161
[2019-11-27 17:30] Train Step 0780/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4544.21, Accuracy = 1.00, Loss = 0.120
[2019-11-27 17:30] Train Step 0790/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4459.06, Accuracy = 1.00, Loss = 0.083
[2019-11-27 17:30] Train Step 0800/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4508.30, Accuracy = 0.67, Loss = 0.559
[2019-11-27 17:30] Train Step 0810/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4465.70, Accuracy = 0.72, Loss = 0.518
[2019-11-27 17:30] Train Step 0820/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4674.30, Accuracy = 0.70, Loss = 0.525
[2019-11-27 17:30] Train Step 0830/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4595.20, Accuracy = 0.74, Loss = 0.496
[2019-11-27 17:30] Train Step 0840/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4422.66, Accuracy = 0.62, Loss = 0.678
[2019-11-27 17:30] Train Step 0850/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4534.11, Accuracy = 0.85, Loss = 0.272
[2019-11-27 17:30] Train Step 0860/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4674.26, Accuracy = 0.79, Loss = 0.354
[2019-11-27 17:30] Train Step 0870/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4609.56, Accuracy = 0.88, Loss = 0.207
[2019-11-27 17:30] Train Step 0880/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4510.27, Accuracy = 0.84, Loss = 0.316
[2019-11-27 17:30] Train Step 0890/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4481.80, Accuracy = 0.87, Loss = 0.260
[2019-11-27 17:30] Train Step 0900/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4645.98, Accuracy = 0.74, Loss = 0.433
[2019-11-27 17:30] Train Step 0910/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4599.81, Accuracy = 0.41, Loss = 1.667
[2019-11-27 17:30] Train Step 0920/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4522.08, Accuracy = 0.88, Loss = 0.255
[2019-11-27 17:30] Train Step 0930/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4869.53, Accuracy = 0.88, Loss = 0.230
[2019-11-27 17:30] Train Step 0940/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4599.88, Accuracy = 0.88, Loss = 0.250
[2019-11-27 17:30] Train Step 0950/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4515.01, Accuracy = 0.73, Loss = 0.453
[2019-11-27 17:30] Train Step 0960/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4500.29, Accuracy = 0.44, Loss = 2.624
[2019-11-27 17:30] Train Step 0970/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4747.04, Accuracy = 0.94, Loss = 0.132
[2019-11-27 17:30] Train Step 0980/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4478.85, Accuracy = 0.98, Loss = 0.084
[2019-11-27 17:30] Train Step 0990/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4534.65, Accuracy = 0.92, Loss = 0.157
[2019-11-27 17:30] Train Step 1000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4332.89, Accuracy = 0.95, Loss = 0.118
[2019-11-27 17:30] Train Step 1010/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4646.58, Accuracy = 0.92, Loss = 0.161
[2019-11-27 17:30] Train Step 1020/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4517.67, Accuracy = 1.00, Loss = 0.059
[2019-11-27 17:30] Train Step 1030/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4424.66, Accuracy = 0.99, Loss = 0.057
[2019-11-27 17:30] Train Step 1040/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4891.72, Accuracy = 0.93, Loss = 0.256
[2019-11-27 17:30] Train Step 1050/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4514.37, Accuracy = 0.98, Loss = 0.102
[2019-11-27 17:30] Train Step 1060/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4527.31, Accuracy = 0.98, Loss = 0.064
[2019-11-27 17:30] Train Step 1070/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4731.97, Accuracy = 0.97, Loss = 0.086
[2019-11-27 17:30] Train Step 1080/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4455.66, Accuracy = 0.97, Loss = 0.073
[2019-11-27 17:30] Train Step 1090/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4474.04, Accuracy = 0.98, Loss = 0.059
[2019-11-27 17:30] Train Step 1100/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4483.71, Accuracy = 0.88, Loss = 0.240
[2019-11-27 17:30] Train Step 1110/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4532.12, Accuracy = 1.00, Loss = 0.014
[2019-11-27 17:30] Train Step 1120/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4461.10, Accuracy = 1.00, Loss = 0.011
[2019-11-27 17:30] Train Step 1130/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4408.64, Accuracy = 1.00, Loss = 0.009
[2019-11-27 17:30] Train Step 1140/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4353.37, Accuracy = 1.00, Loss = 0.008
[2019-11-27 17:30] Train Step 1150/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4670.47, Accuracy = 1.00, Loss = 0.007
[2019-11-27 17:30] Train Step 1160/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4545.52, Accuracy = 1.00, Loss = 0.007
[2019-11-27 17:30] Train Step 1170/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4580.26, Accuracy = 1.00, Loss = 0.006
[2019-11-27 17:30] Train Step 1180/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4524.49, Accuracy = 1.00, Loss = 0.006
[2019-11-27 17:30] Train Step 1190/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4529.03, Accuracy = 1.00, Loss = 0.005
----------------------------------------------INPUT LENGTH  10 ------------------------

[2019-11-27 17:30] Train Step 0000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4320.54, Accuracy = 0.11, Loss = 2.299
[2019-11-27 17:30] Train Step 0010/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 5050.48, Accuracy = 0.12, Loss = 2.287
[2019-11-27 17:30] Train Step 0020/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4511.86, Accuracy = 0.23, Loss = 2.255
[2019-11-27 17:30] Train Step 0030/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4506.33, Accuracy = 0.12, Loss = 2.294
[2019-11-27 17:30] Train Step 0040/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4549.71, Accuracy = 0.09, Loss = 2.305
[2019-11-27 17:30] Train Step 0050/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4685.23, Accuracy = 0.11, Loss = 2.294
[2019-11-27 17:30] Train Step 0060/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4496.86, Accuracy = 0.12, Loss = 2.346
[2019-11-27 17:30] Train Step 0070/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4542.13, Accuracy = 0.15, Loss = 2.245
[2019-11-27 17:30] Train Step 0080/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4575.38, Accuracy = 0.19, Loss = 2.072
[2019-11-27 17:30] Train Step 0090/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4539.75, Accuracy = 0.10, Loss = 2.213
[2019-11-27 17:30] Train Step 0100/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4471.61, Accuracy = 0.13, Loss = 2.175
[2019-11-27 17:30] Train Step 0110/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4962.66, Accuracy = 0.24, Loss = 1.857
[2019-11-27 17:30] Train Step 0120/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4659.49, Accuracy = 0.28, Loss = 1.688
[2019-11-27 17:30] Train Step 0130/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4443.49, Accuracy = 0.14, Loss = 1.996
[2019-11-27 17:30] Train Step 0140/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4532.85, Accuracy = 0.32, Loss = 1.598
