ERROR: Unable to locate a modulefile for 'torque/default'
ERROR: Unable to locate a modulefile for 'oldwheezy/1.0'
ERROR: Unable to locate a modulefile for 'licenses/1.0'
ERROR: Unable to locate a modulefile for 'stdenv/1.3'
ERROR: Unable to locate a modulefile for 'libgfortran/32/1'
----------------------------------------------INPUT LENGTH  5 ------------------------

/home/lgpu0119/DL_assignments_2019/assignment_2/part1/train.py:104: UserWarning: torch.nn.utils.clip_grad_norm is now deprecated in favor of torch.nn.utils.clip_grad_norm_.
  torch.nn.utils.clip_grad_norm(model.parameters(), max_norm=config.max_norm)
[2019-11-27 17:40] Train Step 0000/10000, Batch Size = 128, Model type RNN, Examples/Sec = 6599.36, Accuracy = 0.09, Loss = 2.320
[2019-11-27 17:57] Train Step 0150/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11779.43, Accuracy = 0.48, Loss = 1.370
[2019-11-27 17:57] Train Step 0160/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11774.52, Accuracy = 0.43, Loss = 1.378
[2019-11-27 17:57] Train Step 0170/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11546.11, Accuracy = 0.28, Loss = 1.428
[2019-11-27 17:57] Train Step 0180/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11702.14, Accuracy = 0.41, Loss = 1.335
[2019-11-27 17:57] Train Step 0190/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11751.32, Accuracy = 0.37, Loss = 1.292
[2019-11-27 17:57] Train Step 0200/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11643.52, Accuracy = 0.38, Loss = 1.209
[2019-11-27 17:57] Train Step 0210/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11646.04, Accuracy = 0.50, Loss = 1.161
[2019-11-27 17:57] Train Step 0220/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11653.63, Accuracy = 0.42, Loss = 1.208
[2019-11-27 17:57] Train Step 0230/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11642.76, Accuracy = 0.48, Loss = 1.117
[2019-11-27 17:57] Train Step 0240/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11676.18, Accuracy = 0.45, Loss = 1.114
[2019-11-27 17:57] Train Step 0250/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11665.78, Accuracy = 0.48, Loss = 1.036
[2019-11-27 17:57] Train Step 0260/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11705.71, Accuracy = 0.49, Loss = 0.994
[2019-11-27 17:57] Train Step 0270/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11673.90, Accuracy = 0.43, Loss = 1.114
[2019-11-27 17:57] Train Step 0280/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11705.46, Accuracy = 0.47, Loss = 1.001
[2019-11-27 17:57] Train Step 0290/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11726.42, Accuracy = 0.42, Loss = 1.018
[2019-11-27 17:57] Train Step 0300/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11730.52, Accuracy = 0.42, Loss = 0.990
[2019-11-27 17:57] Train Step 0310/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11760.07, Accuracy = 0.40, Loss = 0.987
[2019-11-27 17:57] Train Step 0320/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11742.07, Accuracy = 0.30, Loss = 1.023
[2019-11-27 17:57] Train Step 0330/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11736.68, Accuracy = 0.41, Loss = 0.961
[2019-11-27 17:57] Train Step 0340/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11704.69, Accuracy = 0.57, Loss = 0.900
[2019-11-27 17:57] Train Step 0350/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11840.22, Accuracy = 0.34, Loss = 0.949
[2019-11-27 17:57] Train Step 0360/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11749.01, Accuracy = 0.45, Loss = 0.835
[2019-11-27 17:57] Train Step 0370/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11705.20, Accuracy = 0.35, Loss = 0.895
[2019-11-27 17:57] Train Step 0380/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11680.76, Accuracy = 0.57, Loss = 0.766
[2019-11-27 17:57] Train Step 0390/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11740.53, Accuracy = 0.50, Loss = 0.796
[2019-11-27 17:57] Train Step 0400/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11792.36, Accuracy = 0.35, Loss = 0.878
[2019-11-27 17:57] Train Step 0410/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11696.79, Accuracy = 0.36, Loss = 0.840
[2019-11-27 17:57] Train Step 0420/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11720.54, Accuracy = 0.53, Loss = 0.735
[2019-11-27 17:57] Train Step 0430/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11714.40, Accuracy = 0.48, Loss = 0.795
[2019-11-27 17:57] Train Step 0440/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11803.77, Accuracy = 0.52, Loss = 0.719
[2019-11-27 17:57] Train Step 0450/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11482.40, Accuracy = 0.41, Loss = 0.840
[2019-11-27 17:57] Train Step 0460/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11741.56, Accuracy = 0.43, Loss = 0.732
[2019-11-27 17:57] Train Step 0470/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11780.20, Accuracy = 0.41, Loss = 0.837
[2019-11-27 17:57] Train Step 0480/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11793.40, Accuracy = 0.49, Loss = 0.638
[2019-11-27 17:57] Train Step 0490/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11797.29, Accuracy = 0.43, Loss = 0.719
[2019-11-27 17:57] Train Step 0500/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11754.41, Accuracy = 0.49, Loss = 0.681
[2019-11-27 17:57] Train Step 0510/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11766.52, Accuracy = 0.61, Loss = 0.572
[2019-11-27 17:57] Train Step 0520/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11873.47, Accuracy = 0.49, Loss = 0.676
[2019-11-27 17:57] Train Step 0530/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11808.18, Accuracy = 0.58, Loss = 0.621
[2019-11-27 17:57] Train Step 0540/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11857.74, Accuracy = 0.45, Loss = 0.700
[2019-11-27 17:57] Train Step 0550/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11769.36, Accuracy = 0.59, Loss = 0.544
[2019-11-27 17:57] Train Step 0560/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11811.82, Accuracy = 0.66, Loss = 0.602
[2019-11-27 17:57] Train Step 0570/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11823.27, Accuracy = 0.62, Loss = 0.553
[2019-11-27 17:57] Train Step 0580/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11841.00, Accuracy = 0.47, Loss = 0.594
[2019-11-27 17:57] Train Step 0590/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11334.28, Accuracy = 0.62, Loss = 0.463
[2019-11-27 17:57] Train Step 0600/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11728.22, Accuracy = 0.63, Loss = 0.532
[2019-11-27 17:57] Train Step 0610/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11654.13, Accuracy = 0.63, Loss = 0.627
[2019-11-27 17:57] Train Step 0620/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11871.90, Accuracy = 0.68, Loss = 0.495
[2019-11-27 17:57] Train Step 0630/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11780.20, Accuracy = 0.77, Loss = 0.355
[2019-11-27 17:57] Train Step 0640/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11700.36, Accuracy = 0.72, Loss = 0.376
[2019-11-27 17:57] Train Step 0650/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11904.54, Accuracy = 0.80, Loss = 0.351
[2019-11-27 17:57] Train Step 0660/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11783.05, Accuracy = 0.94, Loss = 0.255
[2019-11-27 17:57] Train Step 0670/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11767.29, Accuracy = 0.79, Loss = 0.339
[2019-11-27 17:57] Train Step 0680/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11849.10, Accuracy = 0.91, Loss = 0.247
[2019-11-27 17:57] Train Step 0690/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11511.69, Accuracy = 0.80, Loss = 0.348
[2019-11-27 17:57] Train Step 0700/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11695.01, Accuracy = 0.78, Loss = 0.339
[2019-11-27 17:57] Train Step 0710/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11860.09, Accuracy = 0.79, Loss = 0.314
[2019-11-27 17:57] Train Step 0720/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11746.44, Accuracy = 0.98, Loss = 0.205
[2019-11-27 17:57] Train Step 0730/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11677.96, Accuracy = 0.80, Loss = 0.321
[2019-11-27 17:57] Train Step 0740/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11780.98, Accuracy = 0.80, Loss = 0.298
[2019-11-27 17:57] Train Step 0750/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11796.25, Accuracy = 0.90, Loss = 0.204
[2019-11-27 17:57] Train Step 0760/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11719.00, Accuracy = 0.78, Loss = 0.262
[2019-11-27 17:57] Train Step 0770/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11732.83, Accuracy = 0.84, Loss = 0.270
[2019-11-27 17:57] Train Step 0780/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11676.18, Accuracy = 0.73, Loss = 0.460
[2019-11-27 17:57] Train Step 0790/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11741.04, Accuracy = 0.85, Loss = 0.249
[2019-11-27 17:57] Train Step 0800/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11763.42, Accuracy = 0.57, Loss = 1.257
[2019-11-27 17:57] Train Step 0810/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11734.63, Accuracy = 0.88, Loss = 0.235
[2019-11-27 17:57] Train Step 0820/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11725.14, Accuracy = 0.95, Loss = 0.152
[2019-11-27 17:57] Train Step 0830/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11749.01, Accuracy = 0.75, Loss = 0.404
[2019-11-27 17:57] Train Step 0840/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11757.24, Accuracy = 0.95, Loss = 0.149
[2019-11-27 17:57] Train Step 0850/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11701.12, Accuracy = 0.90, Loss = 0.191
[2019-11-27 17:57] Train Step 0860/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11774.00, Accuracy = 0.95, Loss = 0.144
[2019-11-27 17:57] Train Step 0870/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11824.83, Accuracy = 0.96, Loss = 0.166
[2019-11-27 17:57] Train Step 0880/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11734.63, Accuracy = 0.87, Loss = 0.196
[2019-11-27 17:57] Train Step 0890/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11751.58, Accuracy = 0.73, Loss = 0.399
[2019-11-27 17:57] Train Step 0900/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11724.89, Accuracy = 0.90, Loss = 0.161
[2019-11-27 17:57] Train Step 0910/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11802.47, Accuracy = 0.91, Loss = 0.174
[2019-11-27 17:57] Train Step 0920/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11610.03, Accuracy = 0.65, Loss = 1.019
[2019-11-27 17:57] Train Step 0930/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11775.55, Accuracy = 0.85, Loss = 0.286
[2019-11-27 17:57] Train Step 0940/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11887.67, Accuracy = 0.95, Loss = 0.113
[2019-11-27 17:57] Train Step 0950/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11763.42, Accuracy = 0.91, Loss = 0.199
[2019-11-27 17:57] Train Step 0960/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11799.10, Accuracy = 0.89, Loss = 0.247
[2019-11-27 17:57] Train Step 0970/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11838.91, Accuracy = 0.91, Loss = 0.186
[2019-11-27 17:57] Train Step 0980/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11885.83, Accuracy = 0.95, Loss = 0.096
[2019-11-27 17:57] Train Step 0990/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11736.42, Accuracy = 0.58, Loss = 1.004
[2019-11-27 17:57] Train Step 1000/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11783.30, Accuracy = 0.77, Loss = 0.758
[2019-11-27 17:57] Train Step 1010/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11797.80, Accuracy = 0.91, Loss = 0.208
[2019-11-27 17:57] Train Step 1020/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11729.76, Accuracy = 0.90, Loss = 0.178
[2019-11-27 17:57] Train Step 1030/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11809.74, Accuracy = 0.91, Loss = 0.148
[2019-11-27 17:57] Train Step 1040/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11913.26, Accuracy = 0.98, Loss = 0.088
[2019-11-27 17:57] Train Step 1050/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11901.11, Accuracy = 1.00, Loss = 0.056
[2019-11-27 17:57] Train Step 1060/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11951.45, Accuracy = 1.00, Loss = 0.028
[2019-11-27 17:57] Train Step 1070/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11993.63, Accuracy = 1.00, Loss = 0.021
[2019-11-27 17:57] Train Step 1080/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11856.69, Accuracy = 1.00, Loss = 0.020
[2019-11-27 17:57] Train Step 1090/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11916.69, Accuracy = 1.00, Loss = 0.017
[2019-11-27 17:57] Train Step 1100/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11924.11, Accuracy = 1.00, Loss = 0.016
[2019-11-27 17:57] Train Step 1110/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11954.37, Accuracy = 1.00, Loss = 0.013
[2019-11-27 17:57] Train Step 1120/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11890.04, Accuracy = 1.00, Loss = 0.012
[2019-11-27 17:57] Train Step 1130/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11934.18, Accuracy = 1.00, Loss = 0.011
[2019-11-27 17:57] Train Step 1140/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11992.02, Accuracy = 1.00, Loss = 0.010
[2019-11-27 17:57] Train Step 1150/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11917.49, Accuracy = 1.00, Loss = 0.008
[2019-11-27 17:57] Train Step 1160/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11969.03, Accuracy = 1.00, Loss = 0.007
[2019-11-27 17:57] Train Step 1170/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11970.63, Accuracy = 1.00, Loss = 0.008
[2019-11-27 17:57] Train Step 1180/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11973.30, Accuracy = 1.00, Loss = 0.008
[2019-11-27 17:57] Train Step 1190/10000, Batch Size = 128, Model type RNN, Examples/Sec = 12003.28, Accuracy = 1.00, Loss = 0.006
[2019-11-27 17:57] Train Step 1200/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11834.21, Accuracy = 1.00, Loss = 0.006
[2019-11-27 17:57] Train Step 1210/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11839.43, Accuracy = 1.00, Loss = 0.006
[2019-11-27 17:57] Train Step 1220/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11937.36, Accuracy = 1.00, Loss = 0.005
----------------------------------------------INPUT LENGTH  13 ------------------------

[2019-11-27 17:57] Train Step 0000/10000, Batch Size = 128, Model type RNN, Examples/Sec = 6862.99, Accuracy = 0.12, Loss = 2.299
[2019-11-27 17:57] Train Step 0010/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11387.89, Accuracy = 0.14, Loss = 2.305
[2019-11-27 17:57] Train Step 0020/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11267.20, Accuracy = 0.10, Loss = 2.302
[2019-11-27 17:57] Train Step 0030/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11481.41, Accuracy = 0.06, Loss = 2.334
[2019-11-27 17:57] Train Step 0040/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11398.53, Accuracy = 0.19, Loss = 2.080
[2019-11-27 17:57] Train Step 0050/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11688.39, Accuracy = 0.22, Loss = 1.929
[2019-11-27 17:57] Train Step 0060/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11665.53, Accuracy = 0.19, Loss = 2.142
[2019-11-27 17:57] Train Step 0070/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11613.04, Accuracy = 0.18, Loss = 1.931
[2019-11-27 17:57] Train Step 0080/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11816.50, Accuracy = 0.28, Loss = 1.528
[2019-11-27 17:57] Train Step 0090/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11883.72, Accuracy = 0.38, Loss = 1.404
[2019-11-27 17:57] Train Step 0100/10000, Batch Size = 128, Model type RNN, Examples/Sec = 9523.04, Accuracy = 0.39, Loss = 1.376
[2019-11-27 17:57] Train Step 0110/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11591.98, Accuracy = 0.45, Loss = 1.383
[2019-11-27 17:57] Train Step 0120/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11766.00, Accuracy = 0.41, Loss = 1.337
[2019-11-27 17:57] Train Step 0130/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11628.64, Accuracy = 0.34, Loss = 1.237
[2019-11-27 17:57] Train Step 0140/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11675.93, Accuracy = 0.30, Loss = 1.338
[2019-11-27 17:57] Train Step 0150/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11578.23, Accuracy = 0.38, Loss = 1.210
[2019-11-27 17:57] Train Step 0160/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11606.01, Accuracy = 0.27, Loss = 1.477
[2019-11-27 17:57] Train Step 0170/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11612.04, Accuracy = 0.48, Loss = 1.175
[2019-11-27 17:57] Train Step 0180/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11566.51, Accuracy = 0.57, Loss = 1.091
[2019-11-27 17:57] Train Step 0190/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11643.01, Accuracy = 0.50, Loss = 1.061
[2019-11-27 17:57] Train Step 0200/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11717.47, Accuracy = 0.57, Loss = 0.961
[2019-11-27 17:57] Train Step 0210/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11728.73, Accuracy = 0.75, Loss = 0.839
[2019-11-27 17:57] Train Step 0220/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11703.16, Accuracy = 0.65, Loss = 0.850
[2019-11-27 17:57] Train Step 0230/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11703.93, Accuracy = 0.59, Loss = 0.933
[2019-11-27 17:57] Train Step 0240/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11664.26, Accuracy = 0.71, Loss = 0.836
[2019-11-27 17:57] Train Step 0250/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11759.56, Accuracy = 0.65, Loss = 0.775
[2019-11-27 17:57] Train Step 0260/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11498.13, Accuracy = 0.51, Loss = 0.950
[2019-11-27 17:57] Train Step 0270/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11665.27, Accuracy = 0.69, Loss = 0.769
[2019-11-27 17:57] Train Step 0280/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11765.49, Accuracy = 0.66, Loss = 0.680
[2019-11-27 17:57] Train Step 0290/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11720.54, Accuracy = 0.51, Loss = 0.827
[2019-11-27 17:57] Train Step 0300/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11699.59, Accuracy = 0.48, Loss = 0.832
[2019-11-27 17:57] Train Step 0310/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11715.93, Accuracy = 0.80, Loss = 0.648
[2019-11-27 17:57] Train Step 0320/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11749.26, Accuracy = 0.77, Loss = 0.663
[2019-11-27 17:57] Train Step 0330/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11731.81, Accuracy = 0.77, Loss = 0.630
[2019-11-27 17:57] Train Step 0340/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11718.75, Accuracy = 0.77, Loss = 0.593
[2019-11-27 17:57] Train Step 0350/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11809.22, Accuracy = 0.74, Loss = 0.637
[2019-11-27 17:57] Train Step 0360/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11808.70, Accuracy = 0.83, Loss = 0.532
[2019-11-27 17:57] Train Step 0370/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11433.25, Accuracy = 0.73, Loss = 0.620
[2019-11-27 17:57] Train Step 0380/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11725.40, Accuracy = 0.80, Loss = 0.549
[2019-11-27 17:57] Train Step 0390/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11820.14, Accuracy = 0.80, Loss = 0.483
[2019-11-27 17:57] Train Step 0400/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11753.64, Accuracy = 0.80, Loss = 0.549
[2019-11-27 17:57] Train Step 0410/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11752.35, Accuracy = 0.59, Loss = 0.658
[2019-11-27 17:57] Train Step 0420/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11569.50, Accuracy = 0.67, Loss = 0.528
[2019-11-27 17:57] Train Step 0430/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11786.15, Accuracy = 0.83, Loss = 0.516
[2019-11-27 17:57] Train Step 0440/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11701.12, Accuracy = 0.70, Loss = 0.552
[2019-11-27 17:57] Train Step 0450/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11784.86, Accuracy = 0.86, Loss = 0.406
[2019-11-27 17:57] Train Step 0460/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11709.54, Accuracy = 0.72, Loss = 0.540
[2019-11-27 17:57] Train Step 0470/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11762.65, Accuracy = 0.84, Loss = 0.423
[2019-11-27 17:57] Train Step 0480/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11759.30, Accuracy = 0.83, Loss = 0.429
[2019-11-27 17:57] Train Step 0490/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11715.93, Accuracy = 0.80, Loss = 0.408
[2019-11-27 17:57] Train Step 0500/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11767.55, Accuracy = 0.79, Loss = 0.427
[2019-11-27 17:57] Train Step 0510/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11714.91, Accuracy = 0.85, Loss = 0.403
[2019-11-27 17:57] Train Step 0520/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11732.83, Accuracy = 0.86, Loss = 0.360
[2019-11-27 17:57] Train Step 0530/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11772.19, Accuracy = 0.87, Loss = 0.359
[2019-11-27 17:57] Train Step 0540/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11763.42, Accuracy = 0.83, Loss = 0.363
[2019-11-27 17:57] Train Step 0550/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11851.72, Accuracy = 0.29, Loss = 1.742
[2019-11-27 17:57] Train Step 0560/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11842.57, Accuracy = 0.78, Loss = 0.410
[2019-11-27 17:57] Train Step 0570/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11838.91, Accuracy = 0.80, Loss = 0.359
[2019-11-27 17:57] Train Step 0580/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11725.91, Accuracy = 0.82, Loss = 0.323
[2019-11-27 17:57] Train Step 0590/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11648.32, Accuracy = 0.79, Loss = 0.408
[2019-11-27 17:57] Train Step 0600/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11770.13, Accuracy = 0.70, Loss = 0.407
[2019-11-27 17:57] Train Step 0610/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11801.18, Accuracy = 0.77, Loss = 0.322
[2019-11-27 17:57] Train Step 0620/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11648.06, Accuracy = 0.83, Loss = 0.352
[2019-11-27 17:57] Train Step 0630/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11771.94, Accuracy = 0.80, Loss = 0.327
[2019-11-27 17:57] Train Step 0640/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11738.73, Accuracy = 0.80, Loss = 0.312
[2019-11-27 17:57] Train Step 0650/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11537.67, Accuracy = 0.79, Loss = 0.385
[2019-11-27 17:57] Train Step 0660/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11789.77, Accuracy = 0.86, Loss = 0.296
[2019-11-27 17:58] Train Step 0670/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11813.90, Accuracy = 0.78, Loss = 0.388
[2019-11-27 17:58] Train Step 0680/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11829.78, Accuracy = 0.79, Loss = 0.429
[2019-11-27 17:58] Train Step 0690/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11891.62, Accuracy = 0.92, Loss = 0.272
[2019-11-27 17:58] Train Step 0700/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11801.18, Accuracy = 0.83, Loss = 0.374
[2019-11-27 17:58] Train Step 0710/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11816.76, Accuracy = 0.91, Loss = 0.270
[2019-11-27 17:58] Train Step 0720/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11837.87, Accuracy = 0.88, Loss = 0.305
[2019-11-27 17:58] Train Step 0730/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11702.91, Accuracy = 0.86, Loss = 0.280
[2019-11-27 17:58] Train Step 0740/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11693.73, Accuracy = 0.88, Loss = 0.313
[2019-11-27 17:58] Train Step 0750/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11847.27, Accuracy = 0.88, Loss = 0.278
[2019-11-27 17:58] Train Step 0760/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11736.42, Accuracy = 0.85, Loss = 0.316
[2019-11-27 17:58] Train Step 0770/10000, Batch Size = 128, Model type RNN, Examples/Sec = 11857.21, Accuracy = 0.89, Loss = 0.240
