ERROR: Unable to locate a modulefile for 'torque/default'
ERROR: Unable to locate a modulefile for 'oldwheezy/1.0'
ERROR: Unable to locate a modulefile for 'licenses/1.0'
ERROR: Unable to locate a modulefile for 'stdenv/1.3'
ERROR: Unable to locate a modulefile for 'libgfortran/32/1'
----------------------------------------------INPUT LENGTH  5  iteration  0  ------------------------

/home/lgpu0119/DL_assignments_2019/assignment_2/part1/train.py:104: UserWarning: torch.nn.utils.clip_grad_norm is now deprecated in favor of torch.nn.utils.clip_grad_norm_.
  torch.nn.utils.clip_grad_norm(model.parameters(), max_norm=config.max_norm)
[2019-11-28 15:08] Train Step 0000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 1840.11, Accuracy = 0.15, Loss = 2.301
[2019-11-28 15:11] Train Step 0940/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4556.16, Accuracy = 0.91, Loss = 0.194
[2019-11-28 15:11] Train Step 0950/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4632.11, Accuracy = 0.97, Loss = 0.092
[2019-11-28 15:11] Train Step 0960/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4561.00, Accuracy = 0.97, Loss = 0.119
[2019-11-28 15:11] Train Step 0970/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4686.58, Accuracy = 0.94, Loss = 0.147
[2019-11-28 15:11] Train Step 0980/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 5100.23, Accuracy = 0.96, Loss = 0.104
[2019-11-28 15:11] Train Step 0990/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4521.44, Accuracy = 0.94, Loss = 0.166
[2019-11-28 15:11] Train Step 1000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 5315.24, Accuracy = 1.00, Loss = 0.035
[2019-11-28 15:11] Train Step 1010/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4445.03, Accuracy = 0.98, Loss = 0.076
[2019-11-28 15:11] Train Step 1020/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4619.12, Accuracy = 0.96, Loss = 0.105
[2019-11-28 15:11] Train Step 1030/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4586.05, Accuracy = 0.99, Loss = 0.046
[2019-11-28 15:11] Train Step 1040/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4528.91, Accuracy = 1.00, Loss = 0.008
[2019-11-28 15:11] Train Step 1050/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4559.65, Accuracy = 1.00, Loss = 0.008
[2019-11-28 15:11] Train Step 1060/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4630.79, Accuracy = 1.00, Loss = 0.007
[2019-11-28 15:11] Train Step 1070/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4503.16, Accuracy = 1.00, Loss = 0.007
[2019-11-28 15:11] Train Step 1080/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4867.94, Accuracy = 1.00, Loss = 0.006
[2019-11-28 15:11] Train Step 1090/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4476.05, Accuracy = 1.00, Loss = 0.005
[2019-11-28 15:11] Train Step 1100/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4744.14, Accuracy = 1.00, Loss = 0.005
[2019-11-28 15:11] Train Step 1110/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4554.39, Accuracy = 1.00, Loss = 0.005
[2019-11-28 15:11] Train Step 1120/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4926.78, Accuracy = 1.00, Loss = 0.004
[2019-11-28 15:11] Train Step 1130/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 5100.43, Accuracy = 1.00, Loss = 0.004
[2019-11-28 15:11] Train Step 1140/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4474.93, Accuracy = 1.00, Loss = 0.004
[2019-11-28 15:11] Train Step 1150/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 5161.33, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:11] Train Step 1160/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 5528.54, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:11] Train Step 1170/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4612.73, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:11] Train Step 1180/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4709.72, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:11] Train Step 1190/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 5132.36, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:11] Train Step 1200/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4617.73, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:11] Train Step 1210/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4677.96, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:11] Train Step 1220/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 5342.53, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:11] Train Step 1230/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4589.07, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:11] Train Step 1240/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4433.29, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:11] Train Step 1250/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4505.99, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:11] Train Step 1260/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4492.83, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:11] Train Step 1270/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4597.99, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:11] Train Step 1280/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 5205.82, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:11] Train Step 1290/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4573.90, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:11] Train Step 1300/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4412.05, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:11] Train Step 1310/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4645.46, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:11] Train Step 1320/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4436.73, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:11] Train Step 1330/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4604.22, Accuracy = 1.00, Loss = 0.001
----------------------------------------------INPUT LENGTH  10  iteration  3  ------------------------

[2019-11-28 15:11] Train Step 0000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4980.80, Accuracy = 0.08, Loss = 2.313
[2019-11-28 15:11] Train Step 0010/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4509.81, Accuracy = 0.13, Loss = 2.289
[2019-11-28 15:11] Train Step 0020/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4580.07, Accuracy = 0.15, Loss = 2.285
[2019-11-28 15:11] Train Step 0030/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4553.77, Accuracy = 0.12, Loss = 2.292
[2019-11-28 15:11] Train Step 0040/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4882.15, Accuracy = 0.16, Loss = 2.195
[2019-11-28 15:11] Train Step 0050/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4296.89, Accuracy = 0.19, Loss = 2.119
[2019-11-28 15:11] Train Step 0060/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 5110.57, Accuracy = 0.16, Loss = 2.403
[2019-11-28 15:11] Train Step 0070/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4590.41, Accuracy = 0.24, Loss = 1.849
[2019-11-28 15:11] Train Step 0080/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4601.34, Accuracy = 0.23, Loss = 1.789
[2019-11-28 15:11] Train Step 0090/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4523.04, Accuracy = 0.22, Loss = 1.777
[2019-11-28 15:11] Train Step 0100/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4498.97, Accuracy = 0.30, Loss = 1.702
[2019-11-28 15:11] Train Step 0110/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4659.45, Accuracy = 0.34, Loss = 1.532
[2019-11-28 15:11] Train Step 0120/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4590.92, Accuracy = 0.30, Loss = 1.488
[2019-11-28 15:11] Train Step 0130/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4474.41, Accuracy = 0.30, Loss = 1.465
[2019-11-28 15:11] Train Step 0140/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4896.85, Accuracy = 0.39, Loss = 1.354
[2019-11-28 15:11] Train Step 0150/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4601.03, Accuracy = 0.38, Loss = 1.283
[2019-11-28 15:11] Train Step 0160/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4522.96, Accuracy = 0.41, Loss = 1.279
[2019-11-28 15:11] Train Step 0170/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4530.82, Accuracy = 0.39, Loss = 1.204
[2019-11-28 15:11] Train Step 0180/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4785.80, Accuracy = 0.40, Loss = 1.138
[2019-11-28 15:11] Train Step 0190/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4802.58, Accuracy = 0.50, Loss = 1.052
[2019-11-28 15:11] Train Step 0200/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4540.52, Accuracy = 0.55, Loss = 1.019
[2019-11-28 15:11] Train Step 0210/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4649.72, Accuracy = 0.38, Loss = 1.116
[2019-11-28 15:11] Train Step 0220/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4756.46, Accuracy = 0.31, Loss = 1.132
[2019-11-28 15:11] Train Step 0230/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4491.37, Accuracy = 0.33, Loss = 1.193
[2019-11-28 15:11] Train Step 0240/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4464.51, Accuracy = 0.27, Loss = 1.222
[2019-11-28 15:11] Train Step 0250/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4531.02, Accuracy = 0.29, Loss = 1.190
[2019-11-28 15:11] Train Step 0260/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4581.90, Accuracy = 0.20, Loss = 1.281
[2019-11-28 15:11] Train Step 0270/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4481.51, Accuracy = 0.29, Loss = 1.243
[2019-11-28 15:11] Train Step 0280/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4678.00, Accuracy = 0.42, Loss = 1.171
[2019-11-28 15:11] Train Step 0290/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 5309.56, Accuracy = 0.32, Loss = 1.221
[2019-11-28 15:11] Train Step 0300/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4513.87, Accuracy = 0.20, Loss = 1.571
[2019-11-28 15:11] Train Step 0310/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4572.62, Accuracy = 0.21, Loss = 1.377
[2019-11-28 15:11] Train Step 0320/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4547.71, Accuracy = 0.30, Loss = 1.250
[2019-11-28 15:11] Train Step 0330/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4733.10, Accuracy = 0.43, Loss = 1.032
[2019-11-28 15:11] Train Step 0340/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4693.17, Accuracy = 0.32, Loss = 1.120
[2019-11-28 15:11] Train Step 0350/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4594.77, Accuracy = 0.40, Loss = 1.215
[2019-11-28 15:11] Train Step 0360/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4605.92, Accuracy = 0.23, Loss = 1.356
[2019-11-28 15:11] Train Step 0370/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 5171.32, Accuracy = 0.23, Loss = 1.453
[2019-11-28 15:12] Train Step 0380/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4705.31, Accuracy = 0.39, Loss = 1.051
[2019-11-28 15:12] Train Step 0390/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4489.64, Accuracy = 0.48, Loss = 0.959
[2019-11-28 15:12] Train Step 0400/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4527.39, Accuracy = 0.38, Loss = 1.329
[2019-11-28 15:12] Train Step 0410/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4538.75, Accuracy = 0.45, Loss = 0.900
[2019-11-28 15:12] Train Step 0420/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4567.25, Accuracy = 0.31, Loss = 1.119
[2019-11-28 15:12] Train Step 0430/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 5134.97, Accuracy = 0.29, Loss = 1.553
[2019-11-28 15:12] Train Step 0440/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4478.74, Accuracy = 0.47, Loss = 0.842
[2019-11-28 15:12] Train Step 0450/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4459.13, Accuracy = 0.40, Loss = 1.039
[2019-11-28 15:12] Train Step 0460/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4519.42, Accuracy = 0.43, Loss = 0.897
[2019-11-28 15:12] Train Step 0470/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 5859.56, Accuracy = 0.37, Loss = 1.148
[2019-11-28 15:12] Train Step 0480/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4581.28, Accuracy = 0.51, Loss = 0.829
[2019-11-28 15:12] Train Step 0490/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4637.31, Accuracy = 0.38, Loss = 1.048
[2019-11-28 15:12] Train Step 0500/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4406.18, Accuracy = 0.28, Loss = 1.184
[2019-11-28 15:12] Train Step 0510/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4596.58, Accuracy = 0.27, Loss = 1.282
[2019-11-28 15:12] Train Step 0520/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4632.39, Accuracy = 0.39, Loss = 1.007
[2019-11-28 15:12] Train Step 0530/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4598.62, Accuracy = 0.35, Loss = 1.258
[2019-11-28 15:12] Train Step 0540/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4458.73, Accuracy = 0.50, Loss = 0.933
[2019-11-28 15:12] Train Step 0550/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4520.71, Accuracy = 0.60, Loss = 0.694
[2019-11-28 15:12] Train Step 0560/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4662.64, Accuracy = 0.52, Loss = 0.805
[2019-11-28 15:12] Train Step 0570/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4816.37, Accuracy = 0.59, Loss = 0.979
[2019-11-28 15:12] Train Step 0580/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4656.50, Accuracy = 0.49, Loss = 0.910
[2019-11-28 15:12] Train Step 0590/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4771.38, Accuracy = 0.58, Loss = 0.872
[2019-11-28 15:12] Train Step 0600/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4452.00, Accuracy = 0.55, Loss = 0.770
[2019-11-28 15:12] Train Step 0610/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4619.56, Accuracy = 0.71, Loss = 0.684
[2019-11-28 15:12] Train Step 0620/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4617.37, Accuracy = 0.56, Loss = 0.767
[2019-11-28 15:12] Train Step 0630/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4590.25, Accuracy = 0.63, Loss = 0.660
[2019-11-28 15:12] Train Step 0640/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4883.84, Accuracy = 0.55, Loss = 0.747
[2019-11-28 15:12] Train Step 0650/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4487.87, Accuracy = 0.53, Loss = 0.795
[2019-11-28 15:12] Train Step 0660/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4463.55, Accuracy = 0.65, Loss = 0.847
[2019-11-28 15:12] Train Step 0670/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4682.33, Accuracy = 0.70, Loss = 0.503
[2019-11-28 15:12] Train Step 0680/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4655.49, Accuracy = 0.68, Loss = 0.565
[2019-11-28 15:12] Train Step 0690/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4468.26, Accuracy = 0.59, Loss = 0.714
[2019-11-28 15:12] Train Step 0700/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4543.02, Accuracy = 0.63, Loss = 0.727
[2019-11-28 15:12] Train Step 0710/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4637.91, Accuracy = 0.67, Loss = 0.550
[2019-11-28 15:12] Train Step 0720/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4636.79, Accuracy = 0.61, Loss = 0.736
[2019-11-28 15:12] Train Step 0730/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4548.02, Accuracy = 0.57, Loss = 0.762
[2019-11-28 15:12] Train Step 0740/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4557.90, Accuracy = 0.62, Loss = 0.827
[2019-11-28 15:12] Train Step 0750/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4426.16, Accuracy = 0.77, Loss = 0.383
[2019-11-28 15:12] Train Step 0760/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4472.40, Accuracy = 0.79, Loss = 0.428
[2019-11-28 15:12] Train Step 0770/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4464.33, Accuracy = 0.76, Loss = 0.398
[2019-11-28 15:12] Train Step 0780/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4429.59, Accuracy = 0.70, Loss = 0.564
[2019-11-28 15:12] Train Step 0790/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4456.47, Accuracy = 0.89, Loss = 0.234
[2019-11-28 15:12] Train Step 0800/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4702.46, Accuracy = 0.86, Loss = 0.271
[2019-11-28 15:12] Train Step 0810/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4410.67, Accuracy = 0.88, Loss = 0.269
[2019-11-28 15:12] Train Step 0820/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4649.72, Accuracy = 0.70, Loss = 0.758
[2019-11-28 15:12] Train Step 0830/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4545.59, Accuracy = 0.99, Loss = 0.069
[2019-11-28 15:12] Train Step 0840/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4595.24, Accuracy = 1.00, Loss = 0.060
[2019-11-28 15:12] Train Step 0850/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4935.34, Accuracy = 1.00, Loss = 0.054
[2019-11-28 15:12] Train Step 0860/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4389.39, Accuracy = 0.94, Loss = 0.160
[2019-11-28 15:12] Train Step 0870/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4534.84, Accuracy = 0.91, Loss = 0.207
[2019-11-28 15:12] Train Step 0880/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4563.60, Accuracy = 0.94, Loss = 0.162
[2019-11-28 15:12] Train Step 0890/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4460.77, Accuracy = 0.95, Loss = 0.151
[2019-11-28 15:12] Train Step 0900/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4599.41, Accuracy = 0.91, Loss = 0.172
[2019-11-28 15:12] Train Step 0910/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4627.20, Accuracy = 0.96, Loss = 0.100
[2019-11-28 15:12] Train Step 0920/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4918.02, Accuracy = 0.98, Loss = 0.083
[2019-11-28 15:12] Train Step 0930/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4510.50, Accuracy = 0.96, Loss = 0.100
[2019-11-28 15:12] Train Step 0940/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4540.56, Accuracy = 1.00, Loss = 0.035
[2019-11-28 15:12] Train Step 0950/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4641.60, Accuracy = 0.99, Loss = 0.045
[2019-11-28 15:12] Train Step 0960/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4592.76, Accuracy = 1.00, Loss = 0.029
[2019-11-28 15:12] Train Step 0970/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4566.78, Accuracy = 1.00, Loss = 0.034
[2019-11-28 15:12] Train Step 0980/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4557.52, Accuracy = 1.00, Loss = 0.011
[2019-11-28 15:12] Train Step 0990/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4852.24, Accuracy = 1.00, Loss = 0.009
[2019-11-28 15:12] Train Step 1000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4486.41, Accuracy = 1.00, Loss = 0.008
[2019-11-28 15:12] Train Step 1010/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4543.71, Accuracy = 1.00, Loss = 0.008
[2019-11-28 15:12] Train Step 1020/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4489.07, Accuracy = 1.00, Loss = 0.007
[2019-11-28 15:12] Train Step 1030/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4591.74, Accuracy = 1.00, Loss = 0.006
[2019-11-28 15:12] Train Step 1040/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4847.29, Accuracy = 1.00, Loss = 0.006
[2019-11-28 15:12] Train Step 1050/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4546.32, Accuracy = 1.00, Loss = 0.005
[2019-11-28 15:12] Train Step 1060/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4507.28, Accuracy = 1.00, Loss = 0.005
[2019-11-28 15:12] Train Step 1070/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4622.98, Accuracy = 1.00, Loss = 0.004
[2019-11-28 15:12] Train Step 1080/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4556.51, Accuracy = 1.00, Loss = 0.004
[2019-11-28 15:12] Train Step 1090/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4331.39, Accuracy = 1.00, Loss = 0.004
[2019-11-28 15:12] Train Step 1100/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4422.00, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:12] Train Step 1110/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4446.76, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:12] Train Step 1120/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4609.16, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:12] Train Step 1130/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4885.40, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:12] Train Step 1140/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4543.13, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:12] Train Step 1150/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4571.25, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:12] Train Step 1160/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4548.21, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:12] Train Step 1170/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4544.02, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:12] Train Step 1180/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4451.59, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:12] Train Step 1190/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4612.41, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:12] Train Step 1200/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4766.89, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:12] Train Step 1210/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 5558.02, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:12] Train Step 1220/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 5295.16, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:12] Train Step 1230/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4817.97, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:12] Train Step 1240/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 5059.43, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:12] Train Step 1250/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4620.07, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:12] Train Step 1260/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4663.41, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:12] Train Step 1270/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4551.60, Accuracy = 1.00, Loss = 0.001
----------------------------------------------INPUT LENGTH  10  iteration  4  ------------------------

[2019-11-28 15:12] Train Step 0000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3730.01, Accuracy = 0.11, Loss = 2.306
[2019-11-28 15:12] Train Step 0010/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4650.89, Accuracy = 0.04, Loss = 2.328
[2019-11-28 15:12] Train Step 0020/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4579.33, Accuracy = 0.15, Loss = 2.286
[2019-11-28 15:12] Train Step 0030/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4516.45, Accuracy = 0.12, Loss = 2.226
[2019-11-28 15:12] Train Step 0040/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4391.98, Accuracy = 0.14, Loss = 2.296
[2019-11-28 15:12] Train Step 0050/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4575.85, Accuracy = 0.16, Loss = 2.309
[2019-11-28 15:12] Train Step 0060/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4561.43, Accuracy = 0.07, Loss = 2.288
[2019-11-28 15:12] Train Step 0070/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4576.75, Accuracy = 0.17, Loss = 2.260
[2019-11-28 15:12] Train Step 0080/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4597.95, Accuracy = 0.14, Loss = 2.250
[2019-11-28 15:12] Train Step 0090/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4535.99, Accuracy = 0.13, Loss = 2.217
[2019-11-28 15:12] Train Step 0100/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4549.60, Accuracy = 0.16, Loss = 2.153
[2019-11-28 15:12] Train Step 0110/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4704.94, Accuracy = 0.17, Loss = 1.932
[2019-11-28 15:12] Train Step 0120/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4696.46, Accuracy = 0.22, Loss = 1.819
[2019-11-28 15:12] Train Step 0130/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4579.21, Accuracy = 0.24, Loss = 1.823
[2019-11-28 15:12] Train Step 0140/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4574.49, Accuracy = 0.25, Loss = 1.651
