ERROR: Unable to locate a modulefile for 'torque/default'
ERROR: Unable to locate a modulefile for 'oldwheezy/1.0'
ERROR: Unable to locate a modulefile for 'licenses/1.0'
ERROR: Unable to locate a modulefile for 'stdenv/1.3'
ERROR: Unable to locate a modulefile for 'libgfortran/32/1'
----------------------------------------------INPUT LENGTH  5  iteration  0  ------------------------

/home/lgpu0119/DL_assignments_2019/assignment_2/part1/train.py:104: UserWarning: torch.nn.utils.clip_grad_norm is now deprecated in favor of torch.nn.utils.clip_grad_norm_.
  torch.nn.utils.clip_grad_norm(model.parameters(), max_norm=config.max_norm)
[2019-11-28 15:08] Train Step 0000/10000, Batch Size = 128, Model type RNN, Examples/Sec = 9909.76, Accuracy = 0.09, Loss = 2.320
[2019-11-28 15:09] Train Step 0930/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14643.80, Accuracy = 1.00, Loss = 0.020
[2019-11-28 15:09] Train Step 0940/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14818.00, Accuracy = 1.00, Loss = 0.018
[2019-11-28 15:09] Train Step 0950/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14774.77, Accuracy = 1.00, Loss = 0.015
[2019-11-28 15:09] Train Step 0960/10000, Batch Size = 128, Model type RNN, Examples/Sec = 13290.86, Accuracy = 1.00, Loss = 0.014
[2019-11-28 15:09] Train Step 0970/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14235.32, Accuracy = 1.00, Loss = 0.013
[2019-11-28 15:09] Train Step 0980/10000, Batch Size = 128, Model type RNN, Examples/Sec = 16520.12, Accuracy = 1.00, Loss = 0.013
[2019-11-28 15:09] Train Step 0990/10000, Batch Size = 128, Model type RNN, Examples/Sec = 13210.41, Accuracy = 1.00, Loss = 0.011
[2019-11-28 15:09] Train Step 1000/10000, Batch Size = 128, Model type RNN, Examples/Sec = 16847.24, Accuracy = 1.00, Loss = 0.010
[2019-11-28 15:09] Train Step 1010/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14701.94, Accuracy = 1.00, Loss = 0.010
[2019-11-28 15:09] Train Step 1020/10000, Batch Size = 128, Model type RNN, Examples/Sec = 13805.92, Accuracy = 1.00, Loss = 0.009
[2019-11-28 15:09] Train Step 1030/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21144.97, Accuracy = 1.00, Loss = 0.008
[2019-11-28 15:09] Train Step 1040/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21242.86, Accuracy = 1.00, Loss = 0.008
[2019-11-28 15:09] Train Step 1050/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21354.40, Accuracy = 1.00, Loss = 0.007
[2019-11-28 15:09] Train Step 1060/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21396.10, Accuracy = 1.00, Loss = 0.007
[2019-11-28 15:09] Train Step 1070/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21345.06, Accuracy = 1.00, Loss = 0.006
[2019-11-28 15:09] Train Step 1080/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21394.39, Accuracy = 1.00, Loss = 0.006
[2019-11-28 15:09] Train Step 1090/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21326.40, Accuracy = 1.00, Loss = 0.006
[2019-11-28 15:09] Train Step 1100/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21126.67, Accuracy = 1.00, Loss = 0.005
[2019-11-28 15:09] Train Step 1110/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21128.33, Accuracy = 1.00, Loss = 0.006
[2019-11-28 15:09] Train Step 1120/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21226.91, Accuracy = 1.00, Loss = 0.005
[2019-11-28 15:09] Train Step 1130/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21272.32, Accuracy = 1.00, Loss = 0.005
[2019-11-28 15:09] Train Step 1140/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21338.27, Accuracy = 1.00, Loss = 0.005
[2019-11-28 15:09] Train Step 1150/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21409.75, Accuracy = 1.00, Loss = 0.004
[2019-11-28 15:09] Train Step 1160/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21263.06, Accuracy = 1.00, Loss = 0.004
[2019-11-28 15:09] Train Step 1170/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21230.26, Accuracy = 1.00, Loss = 0.004
[2019-11-28 15:09] Train Step 1180/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21213.49, Accuracy = 1.00, Loss = 0.004
[2019-11-28 15:09] Train Step 1190/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21647.15, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:09] Train Step 1200/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21690.88, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:09] Train Step 1210/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21632.32, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:09] Train Step 1220/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21532.54, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:09] Train Step 1230/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21635.81, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:09] Train Step 1240/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21656.75, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:09] Train Step 1250/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21577.55, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:09] Train Step 1260/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21687.37, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:09] Train Step 1270/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21881.84, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:09] Train Step 1280/10000, Batch Size = 128, Model type RNN, Examples/Sec = 22088.00, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:09] Train Step 1290/10000, Batch Size = 128, Model type RNN, Examples/Sec = 22104.37, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:09] Train Step 1300/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21856.90, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:09] Train Step 1310/10000, Batch Size = 128, Model type RNN, Examples/Sec = 22222.40, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:09] Train Step 1320/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21904.16, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:09] Train Step 1330/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21872.92, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:09] Train Step 1340/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21789.48, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:09] Train Step 1350/10000, Batch Size = 128, Model type RNN, Examples/Sec = 22635.59, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:09] Train Step 1360/10000, Batch Size = 128, Model type RNN, Examples/Sec = 22292.53, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:09] Train Step 1370/10000, Batch Size = 128, Model type RNN, Examples/Sec = 22083.46, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:09] Train Step 1380/10000, Batch Size = 128, Model type RNN, Examples/Sec = 22454.76, Accuracy = 1.00, Loss = 0.001
----------------------------------------------INPUT LENGTH  6  iteration  4  ------------------------

[2019-11-28 15:09] Train Step 0000/10000, Batch Size = 128, Model type RNN, Examples/Sec = 10722.62, Accuracy = 0.08, Loss = 2.321
[2019-11-28 15:09] Train Step 0010/10000, Batch Size = 128, Model type RNN, Examples/Sec = 20263.10, Accuracy = 0.25, Loss = 1.855
[2019-11-28 15:09] Train Step 0020/10000, Batch Size = 128, Model type RNN, Examples/Sec = 20702.23, Accuracy = 0.27, Loss = 1.588
[2019-11-28 15:09] Train Step 0030/10000, Batch Size = 128, Model type RNN, Examples/Sec = 20538.29, Accuracy = 0.46, Loss = 1.409
[2019-11-28 15:09] Train Step 0040/10000, Batch Size = 128, Model type RNN, Examples/Sec = 20816.21, Accuracy = 0.46, Loss = 1.401
[2019-11-28 15:09] Train Step 0050/10000, Batch Size = 128, Model type RNN, Examples/Sec = 20785.59, Accuracy = 0.54, Loss = 1.151
[2019-11-28 15:09] Train Step 0060/10000, Batch Size = 128, Model type RNN, Examples/Sec = 20597.39, Accuracy = 0.41, Loss = 1.155
[2019-11-28 15:09] Train Step 0070/10000, Batch Size = 128, Model type RNN, Examples/Sec = 20287.61, Accuracy = 0.38, Loss = 1.263
[2019-11-28 15:09] Train Step 0080/10000, Batch Size = 128, Model type RNN, Examples/Sec = 20777.54, Accuracy = 0.52, Loss = 1.070
[2019-11-28 15:09] Train Step 0090/10000, Batch Size = 128, Model type RNN, Examples/Sec = 20542.22, Accuracy = 0.71, Loss = 0.922
[2019-11-28 15:09] Train Step 0100/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19122.06, Accuracy = 0.66, Loss = 0.943
[2019-11-28 15:09] Train Step 0110/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19255.80, Accuracy = 0.59, Loss = 0.909
[2019-11-28 15:09] Train Step 0120/10000, Batch Size = 128, Model type RNN, Examples/Sec = 19143.88, Accuracy = 0.70, Loss = 0.833
[2019-11-28 15:09] Train Step 0130/10000, Batch Size = 128, Model type RNN, Examples/Sec = 18955.30, Accuracy = 0.49, Loss = 0.910
[2019-11-28 15:09] Train Step 0140/10000, Batch Size = 128, Model type RNN, Examples/Sec = 18930.57, Accuracy = 0.48, Loss = 1.042
[2019-11-28 15:09] Train Step 0150/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15774.55, Accuracy = 0.67, Loss = 0.807
[2019-11-28 15:09] Train Step 0160/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14952.12, Accuracy = 0.70, Loss = 0.666
[2019-11-28 15:09] Train Step 0170/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15019.89, Accuracy = 0.69, Loss = 0.678
[2019-11-28 15:09] Train Step 0180/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15126.11, Accuracy = 0.77, Loss = 0.646
[2019-11-28 15:09] Train Step 0190/10000, Batch Size = 128, Model type RNN, Examples/Sec = 16453.80, Accuracy = 0.71, Loss = 0.697
[2019-11-28 15:09] Train Step 0200/10000, Batch Size = 128, Model type RNN, Examples/Sec = 16437.68, Accuracy = 0.76, Loss = 0.599
[2019-11-28 15:09] Train Step 0210/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15043.88, Accuracy = 0.83, Loss = 0.565
[2019-11-28 15:09] Train Step 0220/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15248.55, Accuracy = 0.84, Loss = 0.587
[2019-11-28 15:09] Train Step 0230/10000, Batch Size = 128, Model type RNN, Examples/Sec = 16570.09, Accuracy = 0.80, Loss = 0.471
[2019-11-28 15:09] Train Step 0240/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15322.53, Accuracy = 0.91, Loss = 0.383
[2019-11-28 15:09] Train Step 0250/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14489.66, Accuracy = 0.77, Loss = 0.484
[2019-11-28 15:09] Train Step 0260/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14439.00, Accuracy = 0.92, Loss = 0.429
[2019-11-28 15:09] Train Step 0270/10000, Batch Size = 128, Model type RNN, Examples/Sec = 16605.97, Accuracy = 0.79, Loss = 0.476
[2019-11-28 15:09] Train Step 0280/10000, Batch Size = 128, Model type RNN, Examples/Sec = 16344.60, Accuracy = 0.76, Loss = 0.451
[2019-11-28 15:09] Train Step 0290/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15977.83, Accuracy = 0.94, Loss = 0.376
[2019-11-28 15:09] Train Step 0300/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14076.69, Accuracy = 0.91, Loss = 0.439
[2019-11-28 15:09] Train Step 0310/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15049.78, Accuracy = 0.82, Loss = 0.372
[2019-11-28 15:09] Train Step 0320/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15017.37, Accuracy = 0.85, Loss = 0.340
[2019-11-28 15:09] Train Step 0330/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15297.65, Accuracy = 0.84, Loss = 0.364
[2019-11-28 15:09] Train Step 0340/10000, Batch Size = 128, Model type RNN, Examples/Sec = 16685.96, Accuracy = 0.89, Loss = 0.372
[2019-11-28 15:09] Train Step 0350/10000, Batch Size = 128, Model type RNN, Examples/Sec = 16191.78, Accuracy = 0.88, Loss = 0.303
[2019-11-28 15:09] Train Step 0360/10000, Batch Size = 128, Model type RNN, Examples/Sec = 17188.12, Accuracy = 0.90, Loss = 0.371
[2019-11-28 15:09] Train Step 0370/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15304.62, Accuracy = 0.93, Loss = 0.271
[2019-11-28 15:09] Train Step 0380/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14204.81, Accuracy = 0.97, Loss = 0.355
[2019-11-28 15:09] Train Step 0390/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14958.37, Accuracy = 0.98, Loss = 0.258
[2019-11-28 15:09] Train Step 0400/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14537.92, Accuracy = 0.82, Loss = 0.358
[2019-11-28 15:09] Train Step 0410/10000, Batch Size = 128, Model type RNN, Examples/Sec = 13685.56, Accuracy = 0.95, Loss = 0.302
[2019-11-28 15:09] Train Step 0420/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14633.42, Accuracy = 0.94, Loss = 0.253
[2019-11-28 15:09] Train Step 0430/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14632.22, Accuracy = 0.85, Loss = 0.291
[2019-11-28 15:09] Train Step 0440/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14471.69, Accuracy = 0.98, Loss = 0.271
[2019-11-28 15:09] Train Step 0450/10000, Batch Size = 128, Model type RNN, Examples/Sec = 13874.43, Accuracy = 0.91, Loss = 0.323
[2019-11-28 15:09] Train Step 0460/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15382.24, Accuracy = 0.92, Loss = 0.267
[2019-11-28 15:09] Train Step 0470/10000, Batch Size = 128, Model type RNN, Examples/Sec = 18003.12, Accuracy = 0.92, Loss = 0.236
[2019-11-28 15:09] Train Step 0480/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14587.30, Accuracy = 0.84, Loss = 0.269
[2019-11-28 15:09] Train Step 0490/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14478.33, Accuracy = 0.91, Loss = 0.204
[2019-11-28 15:09] Train Step 0500/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14169.57, Accuracy = 0.94, Loss = 0.224
[2019-11-28 15:09] Train Step 0510/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14693.49, Accuracy = 0.86, Loss = 0.280
[2019-11-28 15:09] Train Step 0520/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14722.51, Accuracy = 0.97, Loss = 0.177
[2019-11-28 15:09] Train Step 0530/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14304.73, Accuracy = 0.98, Loss = 0.194
[2019-11-28 15:09] Train Step 0540/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15815.44, Accuracy = 0.96, Loss = 0.193
[2019-11-28 15:09] Train Step 0550/10000, Batch Size = 128, Model type RNN, Examples/Sec = 13126.11, Accuracy = 0.88, Loss = 0.251
[2019-11-28 15:09] Train Step 0560/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14502.97, Accuracy = 0.88, Loss = 0.224
[2019-11-28 15:09] Train Step 0570/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14851.61, Accuracy = 0.95, Loss = 0.208
[2019-11-28 15:09] Train Step 0580/10000, Batch Size = 128, Model type RNN, Examples/Sec = 13062.55, Accuracy = 0.95, Loss = 0.178
[2019-11-28 15:09] Train Step 0590/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14216.47, Accuracy = 1.00, Loss = 0.118
[2019-11-28 15:09] Train Step 0600/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14559.61, Accuracy = 0.95, Loss = 0.143
[2019-11-28 15:09] Train Step 0610/10000, Batch Size = 128, Model type RNN, Examples/Sec = 13699.18, Accuracy = 0.99, Loss = 0.142
[2019-11-28 15:09] Train Step 0620/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15813.58, Accuracy = 1.00, Loss = 0.095
[2019-11-28 15:09] Train Step 0630/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14775.18, Accuracy = 0.98, Loss = 0.141
[2019-11-28 15:09] Train Step 0640/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14745.96, Accuracy = 0.92, Loss = 0.145
[2019-11-28 15:09] Train Step 0650/10000, Batch Size = 128, Model type RNN, Examples/Sec = 13550.50, Accuracy = 0.95, Loss = 0.165
[2019-11-28 15:09] Train Step 0660/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14831.51, Accuracy = 1.00, Loss = 0.101
[2019-11-28 15:09] Train Step 0670/10000, Batch Size = 128, Model type RNN, Examples/Sec = 13995.59, Accuracy = 0.91, Loss = 0.162
[2019-11-28 15:09] Train Step 0680/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14816.36, Accuracy = 0.94, Loss = 0.133
[2019-11-28 15:09] Train Step 0690/10000, Batch Size = 128, Model type RNN, Examples/Sec = 13040.98, Accuracy = 0.84, Loss = 0.215
[2019-11-28 15:09] Train Step 0700/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14673.82, Accuracy = 1.00, Loss = 0.152
[2019-11-28 15:09] Train Step 0710/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14762.58, Accuracy = 0.82, Loss = 0.487
[2019-11-28 15:09] Train Step 0720/10000, Batch Size = 128, Model type RNN, Examples/Sec = 13694.64, Accuracy = 0.97, Loss = 0.151
[2019-11-28 15:09] Train Step 0730/10000, Batch Size = 128, Model type RNN, Examples/Sec = 17204.09, Accuracy = 1.00, Loss = 0.090
[2019-11-28 15:09] Train Step 0740/10000, Batch Size = 128, Model type RNN, Examples/Sec = 20875.30, Accuracy = 0.95, Loss = 0.154
[2019-11-28 15:09] Train Step 0750/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21457.67, Accuracy = 0.99, Loss = 0.070
[2019-11-28 15:09] Train Step 0760/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21177.50, Accuracy = 0.92, Loss = 0.130
[2019-11-28 15:09] Train Step 0770/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21006.80, Accuracy = 1.00, Loss = 0.096
[2019-11-28 15:09] Train Step 0780/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21162.48, Accuracy = 0.94, Loss = 0.109
[2019-11-28 15:09] Train Step 0790/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21404.63, Accuracy = 0.99, Loss = 0.060
[2019-11-28 15:09] Train Step 0800/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21226.07, Accuracy = 1.00, Loss = 0.038
[2019-11-28 15:09] Train Step 0810/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21394.39, Accuracy = 1.00, Loss = 0.027
[2019-11-28 15:09] Train Step 0820/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21289.19, Accuracy = 1.00, Loss = 0.028
[2019-11-28 15:09] Train Step 0830/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21292.57, Accuracy = 1.00, Loss = 0.024
[2019-11-28 15:09] Train Step 0840/10000, Batch Size = 128, Model type RNN, Examples/Sec = 20995.30, Accuracy = 1.00, Loss = 0.072
[2019-11-28 15:09] Train Step 0850/10000, Batch Size = 128, Model type RNN, Examples/Sec = 20789.61, Accuracy = 1.00, Loss = 0.069
[2019-11-28 15:09] Train Step 0860/10000, Batch Size = 128, Model type RNN, Examples/Sec = 20920.85, Accuracy = 0.98, Loss = 0.104
[2019-11-28 15:09] Train Step 0870/10000, Batch Size = 128, Model type RNN, Examples/Sec = 20762.28, Accuracy = 0.96, Loss = 0.095
[2019-11-28 15:09] Train Step 0880/10000, Batch Size = 128, Model type RNN, Examples/Sec = 20900.49, Accuracy = 0.95, Loss = 0.111
[2019-11-28 15:09] Train Step 0890/10000, Batch Size = 128, Model type RNN, Examples/Sec = 20872.86, Accuracy = 0.95, Loss = 0.117
[2019-11-28 15:09] Train Step 0900/10000, Batch Size = 128, Model type RNN, Examples/Sec = 20920.04, Accuracy = 0.98, Loss = 0.079
[2019-11-28 15:09] Train Step 0910/10000, Batch Size = 128, Model type RNN, Examples/Sec = 20918.41, Accuracy = 0.98, Loss = 0.056
[2019-11-28 15:09] Train Step 0920/10000, Batch Size = 128, Model type RNN, Examples/Sec = 20964.15, Accuracy = 0.99, Loss = 0.079
[2019-11-28 15:09] Train Step 0930/10000, Batch Size = 128, Model type RNN, Examples/Sec = 20771.91, Accuracy = 0.97, Loss = 0.080
[2019-11-28 15:09] Train Step 0940/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21472.26, Accuracy = 0.99, Loss = 0.040
[2019-11-28 15:09] Train Step 0950/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21180.85, Accuracy = 0.98, Loss = 0.077
[2019-11-28 15:09] Train Step 0960/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21143.31, Accuracy = 0.99, Loss = 0.053
[2019-11-28 15:09] Train Step 0970/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21356.10, Accuracy = 1.00, Loss = 0.013
[2019-11-28 15:09] Train Step 0980/10000, Batch Size = 128, Model type RNN, Examples/Sec = 21278.23, Accuracy = 1.00, Loss = 0.011
[2019-11-28 15:09] Train Step 0990/10000, Batch Size = 128, Model type RNN, Examples/Sec = 20929.82, Accuracy = 1.00, Loss = 0.009
[2019-11-28 15:09] Train Step 1000/10000, Batch Size = 128, Model type RNN, Examples/Sec = 20170.98, Accuracy = 1.00, Loss = 0.010
[2019-11-28 15:09] Train Step 1010/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14565.53, Accuracy = 1.00, Loss = 0.011
[2019-11-28 15:09] Train Step 1020/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14304.73, Accuracy = 1.00, Loss = 0.009
[2019-11-28 15:09] Train Step 1030/10000, Batch Size = 128, Model type RNN, Examples/Sec = 16412.55, Accuracy = 1.00, Loss = 0.008
[2019-11-28 15:09] Train Step 1040/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14543.83, Accuracy = 1.00, Loss = 0.008
[2019-11-28 15:09] Train Step 1050/10000, Batch Size = 128, Model type RNN, Examples/Sec = 16547.11, Accuracy = 1.00, Loss = 0.008
[2019-11-28 15:09] Train Step 1060/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14586.90, Accuracy = 1.00, Loss = 0.006
[2019-11-28 15:10] Train Step 1070/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14440.94, Accuracy = 1.00, Loss = 0.006
[2019-11-28 15:10] Train Step 1080/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14338.73, Accuracy = 1.00, Loss = 0.005
[2019-11-28 15:10] Train Step 1090/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14114.81, Accuracy = 1.00, Loss = 0.005
[2019-11-28 15:10] Train Step 1100/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14201.81, Accuracy = 1.00, Loss = 0.005
[2019-11-28 15:10] Train Step 1110/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14012.03, Accuracy = 1.00, Loss = 0.005
[2019-11-28 15:10] Train Step 1120/10000, Batch Size = 128, Model type RNN, Examples/Sec = 13277.71, Accuracy = 1.00, Loss = 0.005
[2019-11-28 15:10] Train Step 1130/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14716.05, Accuracy = 1.00, Loss = 0.005
[2019-11-28 15:10] Train Step 1140/10000, Batch Size = 128, Model type RNN, Examples/Sec = 13268.52, Accuracy = 1.00, Loss = 0.004
[2019-11-28 15:10] Train Step 1150/10000, Batch Size = 128, Model type RNN, Examples/Sec = 12972.60, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:10] Train Step 1160/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14543.04, Accuracy = 1.00, Loss = 0.004
[2019-11-28 15:10] Train Step 1170/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15161.13, Accuracy = 1.00, Loss = 0.004
[2019-11-28 15:10] Train Step 1180/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15937.04, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:10] Train Step 1190/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14481.45, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:10] Train Step 1200/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14053.84, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:10] Train Step 1210/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14085.55, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:10] Train Step 1220/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15817.77, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:10] Train Step 1230/10000, Batch Size = 128, Model type RNN, Examples/Sec = 16912.52, Accuracy = 1.00, Loss = 0.003
[2019-11-28 15:10] Train Step 1240/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14598.01, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:10] Train Step 1250/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15037.98, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:10] Train Step 1260/10000, Batch Size = 128, Model type RNN, Examples/Sec = 13692.89, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:10] Train Step 1270/10000, Batch Size = 128, Model type RNN, Examples/Sec = 13994.50, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:10] Train Step 1280/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14143.81, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:10] Train Step 1290/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14496.70, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:10] Train Step 1300/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14712.02, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:10] Train Step 1310/10000, Batch Size = 128, Model type RNN, Examples/Sec = 13913.26, Accuracy = 1.00, Loss = 0.002
[2019-11-28 15:10] Train Step 1320/10000, Batch Size = 128, Model type RNN, Examples/Sec = 13862.60, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:10] Train Step 1330/10000, Batch Size = 128, Model type RNN, Examples/Sec = 15437.53, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:10] Train Step 1340/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14601.58, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:10] Train Step 1350/10000, Batch Size = 128, Model type RNN, Examples/Sec = 14730.18, Accuracy = 1.00, Loss = 0.001
[2019-11-28 15:10] Train Step 1360/10000, Batch Size = 128, Model type RNN, Examples/Sec = 13879.09, Accuracy = 1.00, Loss = 0.001
-------------------- DONE iterating for length  6 -----------------------------------------

-------------------- DONE WRITING TO CSV -------------------------------------------------------

----------------------------------------------INPUT LENGTH  7  iteration  0  ------------------------

[2019-11-28 15:10] Train Step 0000/10000, Batch Size = 128, Model type RNN, Examples/Sec = 9141.96, Accuracy = 0.12, Loss = 2.310
