ERROR: Unable to locate a modulefile for 'torque/default'
ERROR: Unable to locate a modulefile for 'oldwheezy/1.0'
ERROR: Unable to locate a modulefile for 'licenses/1.0'
ERROR: Unable to locate a modulefile for 'stdenv/1.3'
ERROR: Unable to locate a modulefile for 'libgfortran/32/1'
----------------------------------------------INPUT LENGTH  5 ------------------------

/home/lgpu0119/DL_assignments_2019/assignment_2/part1/train.py:104: UserWarning: torch.nn.utils.clip_grad_norm is now deprecated in favor of torch.nn.utils.clip_grad_norm_.
  torch.nn.utils.clip_grad_norm(model.parameters(), max_norm=config.max_norm)
[2019-11-27 17:40] Train Step 0000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 6207.89, Accuracy = 0.15, Loss = 2.301
[2019-11-27 17:44] Train Step 0200/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4577.49, Accuracy = 0.55, Loss = 1.019
[2019-11-27 17:44] Train Step 0210/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4635.51, Accuracy = 0.38, Loss = 1.116
[2019-11-27 17:44] Train Step 0220/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4582.18, Accuracy = 0.31, Loss = 1.132
[2019-11-27 17:44] Train Step 0230/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4662.73, Accuracy = 0.33, Loss = 1.193
[2019-11-27 17:44] Train Step 0240/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4674.82, Accuracy = 0.27, Loss = 1.222
[2019-11-27 17:44] Train Step 0250/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4544.75, Accuracy = 0.29, Loss = 1.190
[2019-11-27 17:44] Train Step 0260/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4328.63, Accuracy = 0.20, Loss = 1.281
[2019-11-27 17:44] Train Step 0270/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4566.43, Accuracy = 0.29, Loss = 1.243
[2019-11-27 17:44] Train Step 0280/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4551.41, Accuracy = 0.42, Loss = 1.171
[2019-11-27 17:44] Train Step 0290/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4771.21, Accuracy = 0.32, Loss = 1.221
[2019-11-27 17:44] Train Step 0300/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4435.78, Accuracy = 0.20, Loss = 1.571
[2019-11-27 17:44] Train Step 0310/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4703.62, Accuracy = 0.21, Loss = 1.377
[2019-11-27 17:44] Train Step 0320/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4508.00, Accuracy = 0.30, Loss = 1.250
[2019-11-27 17:44] Train Step 0330/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4354.71, Accuracy = 0.43, Loss = 1.032
[2019-11-27 17:44] Train Step 0340/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4595.32, Accuracy = 0.32, Loss = 1.120
[2019-11-27 17:44] Train Step 0350/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4452.48, Accuracy = 0.40, Loss = 1.215
[2019-11-27 17:44] Train Step 0360/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4646.18, Accuracy = 0.23, Loss = 1.356
[2019-11-27 17:44] Train Step 0370/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4490.16, Accuracy = 0.23, Loss = 1.453
[2019-11-27 17:44] Train Step 0380/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4509.74, Accuracy = 0.39, Loss = 1.051
[2019-11-27 17:44] Train Step 0390/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4712.45, Accuracy = 0.48, Loss = 0.959
[2019-11-27 17:44] Train Step 0400/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4542.86, Accuracy = 0.38, Loss = 1.329
[2019-11-27 17:44] Train Step 0410/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4455.43, Accuracy = 0.45, Loss = 0.900
[2019-11-27 17:44] Train Step 0420/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4579.75, Accuracy = 0.31, Loss = 1.119
[2019-11-27 17:44] Train Step 0430/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4424.23, Accuracy = 0.29, Loss = 1.553
[2019-11-27 17:44] Train Step 0440/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4645.06, Accuracy = 0.47, Loss = 0.842
[2019-11-27 17:44] Train Step 0450/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4685.84, Accuracy = 0.40, Loss = 1.039
[2019-11-27 17:44] Train Step 0460/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4337.97, Accuracy = 0.43, Loss = 0.897
[2019-11-27 17:44] Train Step 0470/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4801.59, Accuracy = 0.37, Loss = 1.148
[2019-11-27 17:44] Train Step 0480/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4419.85, Accuracy = 0.51, Loss = 0.829
[2019-11-27 17:44] Train Step 0490/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4943.56, Accuracy = 0.38, Loss = 1.048
[2019-11-27 17:44] Train Step 0500/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4542.71, Accuracy = 0.28, Loss = 1.184
[2019-11-27 17:44] Train Step 0510/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4660.42, Accuracy = 0.27, Loss = 1.282
[2019-11-27 17:44] Train Step 0520/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4618.52, Accuracy = 0.39, Loss = 1.007
[2019-11-27 17:44] Train Step 0530/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4668.52, Accuracy = 0.35, Loss = 1.258
[2019-11-27 17:44] Train Step 0540/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4335.65, Accuracy = 0.50, Loss = 0.933
[2019-11-27 17:44] Train Step 0550/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4489.90, Accuracy = 0.60, Loss = 0.694
[2019-11-27 17:44] Train Step 0560/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4394.89, Accuracy = 0.52, Loss = 0.805
[2019-11-27 17:44] Train Step 0570/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4695.02, Accuracy = 0.59, Loss = 0.979
[2019-11-27 17:44] Train Step 0580/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4806.49, Accuracy = 0.49, Loss = 0.910
[2019-11-27 17:44] Train Step 0590/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4246.39, Accuracy = 0.58, Loss = 0.872
[2019-11-27 17:44] Train Step 0600/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4558.41, Accuracy = 0.55, Loss = 0.770
[2019-11-27 17:44] Train Step 0610/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3646.82, Accuracy = 0.71, Loss = 0.684
[2019-11-27 17:44] Train Step 0620/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4497.65, Accuracy = 0.56, Loss = 0.767
[2019-11-27 17:44] Train Step 0630/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4505.99, Accuracy = 0.63, Loss = 0.660
[2019-11-27 17:44] Train Step 0640/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4288.41, Accuracy = 0.55, Loss = 0.747
[2019-11-27 17:44] Train Step 0650/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4382.66, Accuracy = 0.53, Loss = 0.795
[2019-11-27 17:44] Train Step 0660/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4428.60, Accuracy = 0.65, Loss = 0.847
[2019-11-27 17:44] Train Step 0670/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4534.92, Accuracy = 0.70, Loss = 0.503
[2019-11-27 17:44] Train Step 0680/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4641.76, Accuracy = 0.68, Loss = 0.565
[2019-11-27 17:44] Train Step 0690/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4648.80, Accuracy = 0.59, Loss = 0.714
[2019-11-27 17:44] Train Step 0700/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4460.14, Accuracy = 0.63, Loss = 0.727
[2019-11-27 17:44] Train Step 0710/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4729.97, Accuracy = 0.67, Loss = 0.550
[2019-11-27 17:44] Train Step 0720/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4541.44, Accuracy = 0.61, Loss = 0.736
[2019-11-27 17:44] Train Step 0730/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4561.66, Accuracy = 0.57, Loss = 0.762
[2019-11-27 17:44] Train Step 0740/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 5034.14, Accuracy = 0.62, Loss = 0.827
[2019-11-27 17:44] Train Step 0750/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4663.62, Accuracy = 0.77, Loss = 0.383
[2019-11-27 17:44] Train Step 0760/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4667.55, Accuracy = 0.79, Loss = 0.428
[2019-11-27 17:44] Train Step 0770/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4595.16, Accuracy = 0.76, Loss = 0.398
[2019-11-27 17:44] Train Step 0780/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4391.29, Accuracy = 0.70, Loss = 0.564
[2019-11-27 17:44] Train Step 0790/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4588.84, Accuracy = 0.89, Loss = 0.234
[2019-11-27 17:44] Train Step 0800/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4506.45, Accuracy = 0.86, Loss = 0.271
[2019-11-27 17:44] Train Step 0810/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4668.73, Accuracy = 0.88, Loss = 0.269
[2019-11-27 17:44] Train Step 0820/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4924.56, Accuracy = 0.70, Loss = 0.758
[2019-11-27 17:44] Train Step 0830/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4698.06, Accuracy = 0.99, Loss = 0.069
[2019-11-27 17:44] Train Step 0840/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4741.80, Accuracy = 1.00, Loss = 0.060
[2019-11-27 17:44] Train Step 0850/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4568.65, Accuracy = 1.00, Loss = 0.054
[2019-11-27 17:44] Train Step 0860/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4383.05, Accuracy = 0.94, Loss = 0.160
[2019-11-27 17:44] Train Step 0870/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4704.65, Accuracy = 0.91, Loss = 0.207
[2019-11-27 17:44] Train Step 0880/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4522.66, Accuracy = 0.94, Loss = 0.162
[2019-11-27 17:44] Train Step 0890/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4599.02, Accuracy = 0.95, Loss = 0.151
[2019-11-27 17:44] Train Step 0900/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4623.18, Accuracy = 0.91, Loss = 0.172
[2019-11-27 17:44] Train Step 0910/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4573.05, Accuracy = 0.96, Loss = 0.100
[2019-11-27 17:44] Train Step 0920/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4539.83, Accuracy = 0.98, Loss = 0.083
[2019-11-27 17:44] Train Step 0930/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4641.60, Accuracy = 0.96, Loss = 0.100
[2019-11-27 17:44] Train Step 0940/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4502.48, Accuracy = 1.00, Loss = 0.035
[2019-11-27 17:44] Train Step 0950/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4364.31, Accuracy = 0.99, Loss = 0.045
[2019-11-27 17:44] Train Step 0960/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4575.70, Accuracy = 1.00, Loss = 0.029
[2019-11-27 17:44] Train Step 0970/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4559.88, Accuracy = 1.00, Loss = 0.034
[2019-11-27 17:44] Train Step 0980/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4600.83, Accuracy = 1.00, Loss = 0.011
[2019-11-27 17:44] Train Step 0990/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4624.81, Accuracy = 1.00, Loss = 0.009
[2019-11-27 17:44] Train Step 1000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4527.42, Accuracy = 1.00, Loss = 0.008
[2019-11-27 17:44] Train Step 1010/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4475.83, Accuracy = 1.00, Loss = 0.008
[2019-11-27 17:44] Train Step 1020/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4501.19, Accuracy = 1.00, Loss = 0.007
[2019-11-27 17:44] Train Step 1030/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4502.52, Accuracy = 1.00, Loss = 0.006
[2019-11-27 17:44] Train Step 1040/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4545.79, Accuracy = 1.00, Loss = 0.006
[2019-11-27 17:44] Train Step 1050/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4490.91, Accuracy = 1.00, Loss = 0.005
----------------------------------------------INPUT LENGTH  10 ------------------------

[2019-11-27 17:44] Train Step 0000/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 3965.54, Accuracy = 0.11, Loss = 2.306
[2019-11-27 17:44] Train Step 0010/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4542.44, Accuracy = 0.04, Loss = 2.328
[2019-11-27 17:44] Train Step 0020/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4584.84, Accuracy = 0.15, Loss = 2.286
[2019-11-27 17:44] Train Step 0030/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4612.93, Accuracy = 0.12, Loss = 2.226
[2019-11-27 17:44] Train Step 0040/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4605.33, Accuracy = 0.14, Loss = 2.296
[2019-11-27 17:44] Train Step 0050/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4661.71, Accuracy = 0.16, Loss = 2.309
[2019-11-27 17:44] Train Step 0060/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4757.01, Accuracy = 0.07, Loss = 2.288
[2019-11-27 17:44] Train Step 0070/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4603.24, Accuracy = 0.17, Loss = 2.260
[2019-11-27 17:44] Train Step 0080/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4434.64, Accuracy = 0.14, Loss = 2.250
[2019-11-27 17:44] Train Step 0090/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4633.19, Accuracy = 0.13, Loss = 2.217
[2019-11-27 17:44] Train Step 0100/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4430.29, Accuracy = 0.16, Loss = 2.153
[2019-11-27 17:44] Train Step 0110/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4359.17, Accuracy = 0.17, Loss = 1.932
[2019-11-27 17:44] Train Step 0120/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4203.33, Accuracy = 0.22, Loss = 1.819
[2019-11-27 17:44] Train Step 0130/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4445.84, Accuracy = 0.24, Loss = 1.823
[2019-11-27 17:44] Train Step 0140/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4553.57, Accuracy = 0.25, Loss = 1.651
[2019-11-27 17:44] Train Step 0150/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4943.61, Accuracy = 0.23, Loss = 1.749
[2019-11-27 17:44] Train Step 0160/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4695.80, Accuracy = 0.23, Loss = 1.504
[2019-11-27 17:44] Train Step 0170/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4462.25, Accuracy = 0.25, Loss = 1.578
[2019-11-27 17:44] Train Step 0180/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4488.92, Accuracy = 0.34, Loss = 1.473
[2019-11-27 17:44] Train Step 0190/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4471.24, Accuracy = 0.27, Loss = 1.413
[2019-11-27 17:44] Train Step 0200/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4531.47, Accuracy = 0.30, Loss = 1.393
[2019-11-27 17:44] Train Step 0210/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4625.01, Accuracy = 0.26, Loss = 1.343
[2019-11-27 17:44] Train Step 0220/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4556.51, Accuracy = 0.46, Loss = 1.276
[2019-11-27 17:44] Train Step 0230/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4473.81, Accuracy = 0.31, Loss = 1.237
[2019-11-27 17:44] Train Step 0240/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4690.10, Accuracy = 0.36, Loss = 1.232
[2019-11-27 17:44] Train Step 0250/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4505.46, Accuracy = 0.36, Loss = 1.141
[2019-11-27 17:44] Train Step 0260/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4569.66, Accuracy = 0.42, Loss = 1.109
[2019-11-27 17:44] Train Step 0270/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4623.41, Accuracy = 0.53, Loss = 1.027
[2019-11-27 17:44] Train Step 0280/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4875.33, Accuracy = 0.47, Loss = 1.024
[2019-11-27 17:44] Train Step 0290/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4554.96, Accuracy = 0.58, Loss = 1.001
[2019-11-27 17:44] Train Step 0300/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4517.40, Accuracy = 0.68, Loss = 0.896
[2019-11-27 17:44] Train Step 0310/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4510.61, Accuracy = 0.72, Loss = 0.849
[2019-11-27 17:44] Train Step 0320/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4663.70, Accuracy = 0.75, Loss = 0.820
[2019-11-27 17:44] Train Step 0330/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4566.78, Accuracy = 0.66, Loss = 0.822
[2019-11-27 17:44] Train Step 0340/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4473.70, Accuracy = 0.86, Loss = 0.748
[2019-11-27 17:44] Train Step 0350/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4739.58, Accuracy = 0.83, Loss = 0.680
[2019-11-27 17:44] Train Step 0360/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4440.88, Accuracy = 0.75, Loss = 0.718
[2019-11-27 17:44] Train Step 0370/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4853.11, Accuracy = 0.84, Loss = 0.644
[2019-11-27 17:44] Train Step 0380/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4547.71, Accuracy = 0.85, Loss = 0.627
[2019-11-27 17:44] Train Step 0390/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4680.98, Accuracy = 0.91, Loss = 0.580
[2019-11-27 17:44] Train Step 0400/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4583.08, Accuracy = 0.90, Loss = 0.548
[2019-11-27 17:44] Train Step 0410/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4536.30, Accuracy = 0.91, Loss = 0.504
[2019-11-27 17:44] Train Step 0420/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4873.87, Accuracy = 0.60, Loss = 0.837
[2019-11-27 17:44] Train Step 0430/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 5463.11, Accuracy = 0.57, Loss = 0.775
[2019-11-27 17:44] Train Step 0440/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 5037.21, Accuracy = 0.74, Loss = 0.646
[2019-11-27 17:44] Train Step 0450/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4582.92, Accuracy = 0.80, Loss = 0.584
[2019-11-27 17:44] Train Step 0460/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4598.98, Accuracy = 0.85, Loss = 0.544
[2019-11-27 17:44] Train Step 0470/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4600.28, Accuracy = 0.86, Loss = 0.535
[2019-11-27 17:44] Train Step 0480/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4545.86, Accuracy = 0.90, Loss = 0.489
[2019-11-27 17:44] Train Step 0490/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 5131.33, Accuracy = 0.83, Loss = 0.560
[2019-11-27 17:44] Train Step 0500/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4657.67, Accuracy = 0.93, Loss = 0.421
[2019-11-27 17:44] Train Step 0510/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4536.22, Accuracy = 0.95, Loss = 0.359
[2019-11-27 17:44] Train Step 0520/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4552.61, Accuracy = 0.79, Loss = 0.509
[2019-11-27 17:44] Train Step 0530/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4457.62, Accuracy = 0.84, Loss = 0.490
[2019-11-27 17:44] Train Step 0540/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4541.13, Accuracy = 0.97, Loss = 0.333
[2019-11-27 17:44] Train Step 0550/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 5022.41, Accuracy = 0.93, Loss = 0.398
[2019-11-27 17:44] Train Step 0560/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 5328.96, Accuracy = 0.94, Loss = 0.344
[2019-11-27 17:44] Train Step 0570/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 5398.56, Accuracy = 0.97, Loss = 0.310
[2019-11-27 17:44] Train Step 0580/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4539.21, Accuracy = 0.98, Loss = 0.293
[2019-11-27 17:44] Train Step 0590/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4995.03, Accuracy = 0.97, Loss = 0.300
[2019-11-27 17:44] Train Step 0600/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4579.79, Accuracy = 0.88, Loss = 0.401
[2019-11-27 17:44] Train Step 0610/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4569.23, Accuracy = 0.93, Loss = 0.341
[2019-11-27 17:44] Train Step 0620/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4560.96, Accuracy = 0.93, Loss = 0.320
[2019-11-27 17:44] Train Step 0630/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4588.37, Accuracy = 0.98, Loss = 0.248
[2019-11-27 17:44] Train Step 0640/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4672.22, Accuracy = 0.98, Loss = 0.226
[2019-11-27 17:44] Train Step 0650/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4932.16, Accuracy = 0.98, Loss = 0.233
[2019-11-27 17:44] Train Step 0660/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4854.12, Accuracy = 0.95, Loss = 0.243
[2019-11-27 17:44] Train Step 0670/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4509.02, Accuracy = 0.98, Loss = 0.207
[2019-11-27 17:44] Train Step 0680/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4505.95, Accuracy = 0.99, Loss = 0.210
[2019-11-27 17:44] Train Step 0690/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4758.19, Accuracy = 1.00, Loss = 0.193
[2019-11-27 17:44] Train Step 0700/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4648.96, Accuracy = 0.99, Loss = 0.183
[2019-11-27 17:44] Train Step 0710/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4678.45, Accuracy = 0.98, Loss = 0.214
[2019-11-27 17:44] Train Step 0720/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4540.79, Accuracy = 0.98, Loss = 0.196
[2019-11-27 17:44] Train Step 0730/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4681.10, Accuracy = 0.97, Loss = 0.183
[2019-11-27 17:44] Train Step 0740/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4290.30, Accuracy = 0.98, Loss = 0.177
[2019-11-27 17:44] Train Step 0750/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4509.74, Accuracy = 0.96, Loss = 0.195
[2019-11-27 17:44] Train Step 0760/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4544.63, Accuracy = 0.99, Loss = 0.139
[2019-11-27 17:44] Train Step 0770/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4460.28, Accuracy = 0.89, Loss = 0.275
[2019-11-27 17:44] Train Step 0780/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 5395.69, Accuracy = 0.98, Loss = 0.178
[2019-11-27 17:44] Train Step 0790/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4541.13, Accuracy = 0.98, Loss = 0.173
[2019-11-27 17:44] Train Step 0800/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4340.84, Accuracy = 0.99, Loss = 0.132
[2019-11-27 17:44] Train Step 0810/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4227.40, Accuracy = 1.00, Loss = 0.113
[2019-11-27 17:44] Train Step 0820/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4672.18, Accuracy = 0.97, Loss = 0.174
[2019-11-27 17:44] Train Step 0830/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4489.19, Accuracy = 0.99, Loss = 0.148
[2019-11-27 17:44] Train Step 0840/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4749.98, Accuracy = 1.00, Loss = 0.097
[2019-11-27 17:44] Train Step 0850/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 5234.14, Accuracy = 1.00, Loss = 0.100
[2019-11-27 17:44] Train Step 0860/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4632.79, Accuracy = 0.99, Loss = 0.102
[2019-11-27 17:44] Train Step 0870/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 5188.91, Accuracy = 0.97, Loss = 0.131
[2019-11-27 17:44] Train Step 0880/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 5011.12, Accuracy = 0.99, Loss = 0.101
[2019-11-27 17:44] Train Step 0890/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4820.26, Accuracy = 0.98, Loss = 0.103
[2019-11-27 17:44] Train Step 0900/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4532.77, Accuracy = 1.00, Loss = 0.076
[2019-11-27 17:44] Train Step 0910/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4498.63, Accuracy = 1.00, Loss = 0.074
[2019-11-27 17:44] Train Step 0920/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4627.08, Accuracy = 1.00, Loss = 0.061
[2019-11-27 17:44] Train Step 0930/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4657.55, Accuracy = 1.00, Loss = 0.058
[2019-11-27 17:44] Train Step 0940/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4467.45, Accuracy = 0.96, Loss = 0.119
[2019-11-27 17:44] Train Step 0950/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4543.94, Accuracy = 0.97, Loss = 0.128
[2019-11-27 17:44] Train Step 0960/10000, Batch Size = 128, Model type LSTM, Examples/Sec = 4483.86, Accuracy = 0.99, Loss = 0.088
